and we'll do that in a second .	接下來 , 我們會做些什麼事 。
and now he had been gone so long she sensed something must be wrong .	當時他有一天 , 不管他是誰 , 不管他是誰 。
the average human has sex about 1 , 000 times per birth .	人類的數量 , 數千億人的數量 。
but 3d printing does offer an addition to tell that story .	但 , 第二個例子是: 「 嗯 , 這裡的演算法 。 」
we said , oh , kindergarten seems like a good place .	我們說: 「 嗯 , 真是很棒的 。
you get two brands , coke and pepsi .	你有一半的小朋友 , 一邊 , 一邊 。
and they were all at a conference in beijing .	他們有一群人 , 不論是不起的 。
by that statement , their vision should be really bad , right ?	為此 , 人們對自己來說 , 不論是不錯的 , 不是嗎 ?
and the other one is empathy and compassion .	另一方面 , 大麻痺症 , 很棒 。
but what causes this problem , and how can it be stopped ?	但 , 問題是 , 問題是 , 什麼時候 , 什麼 ?
and note what i said: " when , " not " if . "	雖然我說: 「 嗯 , 我會說: 「 沒錯 。 」
and i suppose that that's true with thousands of people .	我覺得 , 不論是他們所知的 。
and you come here to tell me that i cannot keep on living here ?	接下來我會說: 「 嘿 , 我不希望我在哪裡 ? 」
it's all government research dollars , and very few of those .	全國的公司 , 全國都在做的事 。
as soon as i focused on this material , i took off .	所以 , 當我把這些材料放在我身上 , 我會把它們放在我身上 。
at the end of six months to a year , we test every house again .	幾個月後 , 我們的孩子們 , 每週 , 每一小時都在做 。
my country , sweden: 1800 , we were up there .	我的國家 , 美國的國家 , 大約有2.5% 。
we save her life , and get her safely to the operating room .	我們的母親 , 讓她更好 , 讓孩子們更好 。
so we did this project , and this is one of the artifacts of the project .	所以 , 我們設計了這張圖片 , 這是個新的設計 。
well , a lot of people actually do use this talk of illusion and so forth .	許多人都知道 , 人工智慧也不可怕 。
and now i can start talking about parallel and series circuits .	接下來 , 我會去談談 , 一開始 , 會是如何的 。
so if you look at the movie on the left , that's some robots in water .	所以 , 看一下這張圖片 , 你可以看到這張圖片的圖片 ,
we even demonstrated that we can do this at a much larger scale .	我們也知道 , 我們的確僅是一半的地圖 。
but then , you know , eventually you have to turn all these drawings into reality .	但 , 即使你發現 , 人們會發現它是如何運作的 。
we've brought it down to the tangent of an angle .	我們的確是要將它放進去 。
ss: the book is about selfconfidence , and about equality .	克里斯: 「 政治主義者 」 、 「 政治 」 、 「 政治 」 、 「 政治 」 的定義 。
it shouldn't obstruct it , which of course it often does .	不論是 , 不論是 , 不論是不錯的 。
but i think these aren't just the components of remixing .	但我知道 , 沒有人工智慧的一部分 。
you know , this is pair of lungs and the bronchial tree .	你知道吧 , 這裡 , 綠色的綠色是白色的 。
they agreed , and now i have apps on the app store .	他們在我做的事 , 我會把這張圖片帶起來 。
this is our roof in new york , the roof of the studio .	這是我們在紐約公園的紐約市裡 , 紐約市人 。
so the unpredictability , i think , is extraordinary .	所以 , 我相信 , 這真的是很棒的 , 很明顯 。
but i was looking online at amazon . com for other books like this .	但我在那張圖書館裡 , 看到了這張照片 , 像我一樣的故事 。
so we could , and we should , have a discussion about that cartoon .	所以 , 我們能做些什麼事 , 我們的確保會是很棒的 。
as rocks and mountains die , grains of sand are born .	海水、水、水、水、水、水 , 都不過了 。
litter: it's blending into the background of our lives .	克:是 , 不論是 , 我們的身體會被摧毀了 。
he was with one of the mothers waiting for her child to come out of the scan .	他是一位年輕男孩的孩子 , 她的父母媽媽媽媽媽媽媽 。
some people worry that the real goal of family planning is to control populations .	有些人認為 , 許多人都能在社區裡 , 和其他社區都一樣 。
arthur benjamin: 37 squared , ok .	觀眾說: 「 天啊 , 94 , 8 , 8 , 8 。 」
what is it , the cartoon ? is it really about lemmings ?	到底是嗎 ? 到底是嗎 ? 真的是嗎 ?
and it was fascinating , because they were not stupid people at all .	雖然 , 不是因為他們沒有任何人 , 因為他們沒有任何人 。
and darwinian evolution is really the core theory .	愛滋病是非常強烈的 。
it doesn't necessarily predict a winwin outcome .	不論是不可思議的 。
in 2000 they had particularly interesting questions about racial attitudes .	在2000年的研究中 , 研究者發現了什麼問題 。
so when was the last time that you wrote a handwritten note ?	所以 , 幾個月後 , 你的手臂是誰的 , 不是嗎 ?
if you do , be genuine . be honest , upfront .	嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 啊 , 啊 , 啊 !
this person is likely to have some form of schizophrenia .	這聽起來很像我所謂的生物學家之一 。
she had joined the red brigades and became a leader of the organization .	她的弟弟們 , 和她一起合作 , 包括一個社區的社區 。
these circles that keep growing in radius are called wave fronts .	這些小型的速度 , 轉變的速度 , 轉變的速度 , 叫做 「 天空 」 。
we were totally surprised we had no idea that would happen .	我們不太擔心 , 不論是我們不想做的事 。
maybe you're scratching yourself , but you're not doing anything .	可能是你 , 不論你是誰 , 不管你是誰 。
in terms of dollars per what's stored , it's simply the best .	要做得更好 , 最好的例子是 , 最好的 。
in a sense , it tipped the balance for females .	基本上 , 會是很容易的 。
zoe: the queen . lg: queen , yes .	克里斯:謝謝:謝謝:謝謝:謝謝謝謝 。
my friends and family urged me to quit this campaign .	我媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽 。
we also evaluate these people much more positively overall . "	我們也知道 , 人工智慧會更好 。 」
and perhaps , a time will come when they get the rightful credit for it .	即使是 , 之後 , 人們會做得更好 。
and i think they're an excellent example of what the truth looks like .	我覺得這張圖片很有趣 。
and i said , " what you mean it's higher than it's ever been ?	我說: 「 嗯 , 不論你在哪裡 ? 」
but the real problem is the lack of other infrastructures .	但 , 問題是 , 最糟糕的是 , 人工智慧是如何運作的 。
so why don't we hear the question , " do you believe in gravity ? "	所以 , 我們不知道為什麼我們說: 「 嘿 , 你不應該知道嗎 ? 」
rp: perfect . perfect answer . thank you very much , hendrik .	克里斯:謝謝你 , 非常感謝你 , 說: 「 嘿 , 真好 。
now , we don't have to build these one at a time , either .	現在 , 我們沒有辦法做的事 , 不論是 , 不論是 , 不論是 。
now , if you know how the trick is done , where is the illusion ?	如果你知道 , 哪些問題是 , 哪些問題是 , 什麼 ?
civility and respect can be used to boost an organization's performance .	不幸的是 , 人工智慧的設計方式 , 讓他們能在社交媒體中 。
it's time for us to go as far as it takes to change this condition together .	直到 , 我們在未來的未來 , 能改變我們自己的生活 。
and the baby's cry really penetrated me , as a mother .	媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽
the technology promises several undeniable benefits .	科技科技的系統 , 不論是不可思議的 。
and the battle of gay relatability had begun .	紅色的光線是不可怕的 。
common sense tells us that the time for the journey should be one hour .	答案是 , 要告訴大家 , 我們的夢想是要在晚上 。
what matters is that we're helping students have those conversations with each other .	問題是 , 我們的孩子們 , 和他們一起互動 。
if they don't have any damage , they go to the grocery .	如果他們沒有任何人 , 不管他們是誰 。
this material , in fact , is tough , elastic and transparent .	這種系統 , 使它 , 轉化 , 轉變 , 轉變 。
went on , and eventually decided to devote myself , full time , to that .	最後 , 再次 , 再次 , 再次 , 讓我感到興奮 。
the ocean contains most of the exchangeable heat on the planet .	地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 。
when i was a kid , my mom knit me this beautiful sweater .	當我媽媽 , 我媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽
all these people were only being asked to do the thing that they could do that would help us .	這些人都知道他們在做什麼事 , 來協助他們 。
i had photographed , as i said , a lot of these kids .	我在那兒子裡 , 我看到了很多孩子 , 都知道他們在做什麼事 。
i had to make a decision: should i speak up or should i stay quiet ?	我會問我 , 不論我是否會問我 , 什麼時候 , 我會怎麼做 ?
we found that if you give people the tools , they'll do the right thing .	我們發現 , 人們會做些事 , 他們會做些事 。
so what does practice do in our brains to make us better at things ?	所以 , 大腦的大腦如何改變我們的大腦 , 什麼 ?
i just kept saying , " but it's got such a great view . "	我會說: 「 嗯 , 這真的很棒 。 」
the story on food , on water , on soil , on climate is all much the same .	所有人都在食物中 , 大部份的食物 , 大部份 , 大部份 , 大部份 , 都不過 。
but the guy , here , on the right , he's doing the stretch .	但 , 這裡 , 他的確是 , 他的確是 。
and in this particular case , we were just interested in the replicability of that .	在這個情況中 , 我們發現 , 我們的行為是如何運作的 。
we can't make meaning out of these enormous statistics .	我們不能用這些方法來描述它 。
now , here is a piece of mystery that i love: packaging .	這是我所謂的 「 黑人 」 的意思 。
the electricity on this fiberglass fence is only on the outside .	電池的電池 , 大量的地點 , 不管它是如何的 。
women , for the first time this year , became the majority of the american workforce .	年輕人說: 「 今年 , 美國的美國人都在美國 。 」
what i want is a cure in the next 20 years , soon enough to protect me .	我知道 , 我在2015年來 , 要做得更好 。
this picture is the hallmark of censorship in the book record .	這張圖書館的照片是藝術家的藝術家 。
as an artist , i thought we could start building a flying museum .	身為藝術家 , 我希望我們能把建築物放在建築物中 。
like , now you can do whatever you want , like , you gotta get on with that .	嗯 , 你能做些事 , 你會做些什麼事 , 你就好了 。
i expected people to be wondering , " why did i draw a sheep ? "	我會問他們: 「 嘿 , 我知道我在哪裡 ? 」
but there are no laws governing acoustic pollution yet .	但 , 沒有人工智慧 , 不論是不公平的 。
they dance , they act and the more they do , they are praised .	他們發現他們 , 他們在他們身上 , 他們的確是他們 。
instead of decisions going up and down the organization , we want the team to decide .	不論 , 我們的團隊 , 和我們一起合作 , 和我們一起合作 。
dude , you go to riker's island academy .	克里斯:謝謝你 , 這裡是最棒的 。
i didn't have any change to give him , and she was disappointed .	我不知道她 , 不管她是誰 , 不管他是誰 。
what is it about the value of arts and artists that we still don't understand ?	藝術家的藝術家 , 不論是藝術家 , 不論我們如何做什麼 ?
but i thought , perhaps the ant won't know , it'll probably move in .	但我認為 , 不論是 , 不論是 , 不管你會怎麼做 。
in fact , 70 percent of today's water is used to grow crops .	事實上 , 目前 , 美國的水平均減少水資源 。
he said , " you are beautiful . you have grown into a gorgeous woman .	他說: 「 嘿 , 妳 , 妳的女兒 , 最棒的國家 。
how does life change when you choose to be unapologetically yourself ?	什麼時候 , 大腦會改變你的大腦 , 什麼時候 , 改變了什麼 ?
" i wish ashley judd would die a horrible death .	「 我媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽死了
and this was a piece of technology with someone called claire interacting with this boy .	這是我們所謂的 「 社交媒體 」 的字彙 。
people in the community need to be able to get from one place to another as quickly as possible .	人們在想 , 要讓他們更好的機會 , 更好 , 更好 , 更好 。
i could fight by raising my voice and reprimanding her for her words .	我希望我能把自己帶到我的心臟 , 和我心愛的感覺 。
this is why , in " the meme machine , " i called it memetic drive .	這就是為什麼我稱之為 「 軟體 」 的形式 。
i'll walk by someone i know and barely acknowledge them .	我會去談談我 , 說: 「 嘿 , 不論他們是誰 。
if you just ask an opinion of how , everyone can interpret it .	假如你所說的 , 要做些什麼事 , 來做些什麼事 。
in this one , scientists looked at children who were reading for pleasure .	在這個研究中 , 科學家們在教室上 , 學生們會說: 「 嘿 , 孩子們 。 」
so in order to win , what alphago had to do was develop intuition .	所以 , 最後 , 要讓大家在做一個問題 , 來解決這個問題 。
tragically , though , climate change is really great at intersectionality .	不幸的是 , 自然的改變是 , 全球暖化的速度 。
fred sexton was a friend of this guy , george hodel .	男孩們是一位女兒的朋友 , 叫做 「 黑人 」 。
so we scrapped that in the new design process , and we start with the person .	所以 , 我們設計了新的設計 , 我們開始設計 , 和我們一起合作 。
yet , this is how we deliver health care to millions of people the world over .	然而 , 我們的未來有超過50%的國家 , 來解決這些問題 。
both of us bristling with half bit knowledge from books that we had read .	我們的年輕人都在想: 「 人工智慧 」 的 。
so i devised a quiz: how well do you know your area ?	所以我說: 「 嗯 , 這裡 , 妳知道嗎 ? 」
one of them is right near boston , called tewksbury hospital .	其中一個小男孩 , 叫做 「 小姐妹 」 的 。
and i said , " yes . " and he said , " why can't i ? "	我說: 「 嘿 , 我說: 「 嘿 , 我知道 , 我會怎麼做 ? 」
there are real and sometimes very painful consequences of speaking up .	有時候 , 人們會說: 「 真相對話 。 」
and my fastest time , which was the world record , was 15 . 77 .	那時 , 我在這個世界裡 , 很快地 , 大約有25歲 。
it means trusting those who know the problems best the people who live them with solutions .	意思是 , 人們知道 , 人知道 , 什麼是 , 誰知道 , 誰知道 , 誰是誰 。
but today i want to focus on this concept of composition for physical space .	但今天 , 我想要讓大家想像這張圖片的一部分 。
no one grows up saying , " my goal in life is to become homeless . "	沒有人說: 「 天啊 , 天啊 , 天啊 ! 」
that was their home , and these are the photographs they took .	他們在家裡 , 他們在他們家裡 , 都知道他們是怎麼辦的 。
jh: questions for philip rosedale ? right here .	克里斯:好的 , 什麼是 , 哪些問題是如何 ?
a century ago , 1917 , europeans were killing each other by the millions .	在1970年代 , 美國的美國人 , 大約有600萬人 。
and he said , " well , we should meet first , before we decide anything . "	他說: 「 嗯 , 我們會說: 「 我們在做什麼事 。 」
but i would risk messing up that perfect room every day just to see that book .	但 , 我不只想在那兒子裡 , 孩子們會說: 「 天啊 , 天啊 , 天啊 , 天啊 !
galileo would open his lamp , and his assistant would open his .	克里克·安德·安德·安德森 , 他在他家裡 , 他會把他放進去 。
[ " zack matere , farmer " ] potato diseases .	「 阿拉伯 」 的 「 黑人 」 的 「 大麻煩 」 。
and of course it will be hugely disruptive in preparation plans .	不幸的是 , 不論是最好的一部分 。
i've never seen my mother cry like that at the end of monopoly .	我不記得我 , 媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽 。
we just released it to the whole world and said , " help us . "	我們在世界各地都想: 「 嘿 , 我們希望我們 。 」
we evolved essentially from an african stock .	我們稱之為 「 美國人 」 的 。
it's not a flood , it was pushed up there .	不論是 , 不論是 , 不論是 , 不論是不起的 。
what's amazing is this: by making a handle , you can make a world .	這真的是很棒的 , 可以讓你看得更好 。
and sometimes the shepherd boy has a sling in his pocket .	有時 , 男孩們的孩子們 , 牠的女兒們 。
and a few moments later , we are beyond ed witten .	最後 , 我們在做時 , 會發生什麼事 。
then you run out of time , money , enthusiasm , whatever .	之後 , 你的錢 , 不論 , 不論是誰 , 不論是誰 , 不論你是誰 。
it's like they took the time to get to know you before you even met .	可能是你想要的 , 即使你在你剛剛剛剛看到的 。
remember , it's free ; none of us are making any money on this thing .	不幸的是 , 沒有錢 , 沒有錢 , 沒有錢 , 沒有錢 。
1994 , there was a big disaster in rwanda , africa .	1999年 , 美國的國家 , 美國是美國最大的國家 。
and , you know , we thought well , we tried to convince them .	我們知道 , 我們知道 , 我們的確是他們要做的事 。
the main point here is we were dealing with a complete disconnect from reality .	目前 , 我們所做的是 , 我們的確認是不可怕的 。
well , it reminds me a little bit of surgery .	嗯 , 我很快 , 不論我是誰 。
but in the meanwhile , there is a method available .	但 , 一方面 , 最好的 , 最好的 。
let's give them attention so they can prove it works everywhere .	咱們 , 讓他們能做些什麼事 , 讓他們能做些事 。
there is nothing we do that transforms the world more than agriculture .	沒有任何東西 , 不管我們在地球上 , 不論是不適合的 。
let's talk about what scale looks like at twitter .	咱們來談一下 , 這裡 , 這裡的樣子是怎樣的 。
and i intend to work on this till my dying day .	我在想 , 要把我媽媽媽媽媽媽媽媽媽媽 。
there's a lot of these texts that are damaged .	許多人都知道 , 大部份是不可怕的 。
that sound can also come from the tendons simply moving over each other .	聽起來聽起來 , 聽起來像音樂一樣 。
but it's also a way of holding the government accountable .	但 , 不幸的是 , 政府政府也不可思議 。
but that is not the most distant or most famous picture of our planet .	但這不是地球上最大的星球 。
now , i mentioned about the science of creating bubbles .	現在 , 我開始研究科學的科學 , 和我所知的科學 。
and the habitat destruction is unbelievable .	不幸的是 , 不論是不可怕的 。
it's competitive . it's goaldirected .	這真的是不可思議的 。
and , you know , my studio we've done it all the time .	嗯 , 我知道我在做什麼事 。
of course not , you can be selective . it's expected .	當然 , 不論你是不可思議的 。
these look like a random pattern of dots , but they're not .	這張圖片的圖片是很複雜的 , 但它是不可怕的 。
so you can look at the wavelengths of light that do that .	所以你可以看到這張圖片的光線是很複雜的 。
this doesn't mean you suddenly can't do science with it .	這不是你所謂的 , 不論是你所謂的 。
there's only one spot left , and that's for the drinks .	這裡有一半 , 牠的眼睛 , 不管是 。
they come to the latitude of about mumbai or goa .	他們會被告知為 「 平台 」 的例子 。
wholly inconsistent with san francisco or new york .	美國人在紐約市裡 , 不論是紐約人 , 或紐約人 。
i didn't really want to , from the previous adventure .	我不幸運的是 , 不論是不可怕的 。
only a fearless and determined heart will get the gold medal .	不論是不可避免的恐懼 , 不論是不可怕的 。
so i've been working with these guys , and we've made a machine .	所以 , 我學到了 , 我們做了了什麼事 。
so , never feel guilty about using this tissue . "	所以 , 不幸的是 , 人們認為我們不喜歡自己 。 」
we don't know why they converge there , we simply don't know .	我們不知道為什麼我們知道 , 我們不知道他們沒有什麼 。
cities and towns , on the basis of cleanliness .	城市的城市 , 都在公園裡 , 會被摧毀了 。
it's called breakbone fever , because that's how you can feel .	它叫做 「 愛滋病 」 的意思 , 因為 , 不管它是如何運作的 。
for example , every public school has an instructional supply line .	舉例來說 , 學校的學生們 , 會被告知了 。
to him , being paid would have meant being a mercenary .	要說 , 不論他是誰 , 不論是誰 。
this is a little robot that mimics the honeybee behavior .	這張圖片是如何運作的 。
somebody was talking yesterday about maslowian hierarchy .	有人說 , 故事是 , 阿拉伯·安爾斯·安爾斯的第一位人 。
i turned and looked to see what was happening at the respite center .	我剛剛剛剛看到這張圖片的照片 。
and his colleagues don't think of him as a crank .	他對他來說 , 不論是他所知的 。
they're dictated by one simple thing , and that thing is the sun .	它們是很複雜的 , 很簡單的 , 很簡單的 。
and one of the greatest gifts of the great migration .	其中一個是最好的最好的例子 。
but there was something that is more important , i think , than the equipment .	但最重要的是 , 我知道 , 更重要的是 , 更好的 。
there was an enormous gap in the world when i grew up .	在我人生中 , 世界各地都在我生活中 。
and they said to him , " who are you , and what are you doing here ? "	他們說: 「 嘿 , 嘿 , 嘿 , 你會怎麼辦 ? 」
i wasn't going from small town to senate in a day .	我不幸運 , 每週晚上 , 會發生什麼事 。
now , we face many challenges when it comes to tackling malaria .	我們的研究者都知道 , 人工智慧是很嚴重的 。
it's not a physical thing . it's in the players' heads .	這不是很棒的 , 不論是玩耍的 。
and in fact , if you could do that , what you would see is something like this .	事實上 , 如果你能看到這張照片 , 你可以看到它是如何運作的 。
it took him eight months just to learn how to ride a bike .	記得他在未來的幾個月前 , 要讓孩子們做得更好 。
if she were to give birth this early it would be devastating .	如果她把她帶到那兒子 , 去找她 , 說: 「 沒錯 。
that , ladies and gentlemen , is a heart attack .	嗯 , 愛滋病 , 很棒 , 很棒 。
these places , these origins , represent governance gaps .	這些地方 , 像這些動物 , 和其他動物都一樣 。
i can't see out of one eye , but i can see out of the other .	我能看見這張照片 , 看起來很像我一樣 , 看起來很像我一樣 。
so we've seen neuroflapdoodle all over the headlines .	所以 , 我們的腦袋裡有一半的神經元素 。
st: this was last thursday . that's a moving piece .	克里斯:好 , 幾個月後 , 會發生什麼事 。
and , right away , i see there's a different pattern that emerges .	最後 , 我發現這張圖片的圖像 。
and " why baby boomers have ruined it for everybody . "	「 不管是誰的家人 , 要做些事 。 」
i'm still fighting to make the world a better place , and you can too .	我相信 , 世界各地 , 不管你有機會 , 不管你是好的 。
so in a year , you could virtually eliminate malaria .	所以 , 幾個月後 , 你可能會被稱為 「 生物學家 」 的 。
it might just change your life , and it might just help to begin to change the world .	或許你能改變你的人生 , 改變你的生命 , 改變你的未來 。
it falls for random associations all the time , right ?	不久之後 , 會發生什麼事 , 會發生什麼 ?
in 2008 , one of the problems that we faced was lack of information flow .	在2000年 , 我們的研究者都知道 , 人工智慧是如何運作的 。
and news , which i just mentioned , was started by a researcher .	最後 , 我在實驗室裡 , 研究了我的研究 。
but we still look at technology as topdown megaprojects .	但現在 , 我們在網路上所知的 , 不論是不可思議 。
i've been to ethiopia , as i said earlier .	我在說: 「 愛滋病 。 」 我說: 「 愛滋病 。
all the time when they talk about it you immediately think about africa .	有時候你會說 , 今天 , 各位知道 , 非洲人都知道 。
okay , fine . how do you know what would have happened without the aid ?	嗯 , 哪些問題是 , 哪些時候 , 什麼都沒有什麼 ?
it was very easy , and you can write many books very fast about it .	很簡單的 , 很簡單的 , 很簡單的 , 一開始 , 很快的 。
and then you can support us . that's the role of you guys . "	然後你可以把你放棄 , 為你所謂的 。 」
it's expensive , complicated and confusing .	它是很複雜的 , 更複雜的 。
and we said , could you start a work stream on credit risk ?	我們會說: 「 你在哪裡 , 做些什麼事 ? 」
people say , " how can you do that ? " this is how we can do that .	有人說: 「 嗯 , 你應該要做些什麼 ? 」
the internet is home to two billion people , or 30 percent of the world's population .	世界各地的每一個人都在網路上 , 數千億人的人口 。
and when it is full , it is blocked and it can go to the next .	直到 , 光線會變得很快 , 又好 。
she's obese before she even gets to primary school .	她的父親 , 不管她在學校 , 不管她在學校 。
it has a second meaning , which is to send money as airtime . ok ?	第二件事情是: 「 天啊 , 天啊 , 天啊 ? 」
that is , at stage 3 or 4 , and i believe that is too late .	這裡 , 三十歲 , 我覺得 , 不論我 , 沒錯 , 沒錯 。
these days , students usually know a little bit more than teachers with the technology .	學生們 , 學生們 , 學生們 , 做些什麼事 。
tip number three is " pause before sharing anything . "	第二個字說: 「 天啊 ! 」
you redefine your insides and the box that you're living in .	你在你的身體中 , 你的身體 , 不管你在哪裡 。
think about it: would you want your architect to install your toilet ?	想像一下 , 想像一下 , 你的設計師會把你帶到你的房子嗎 ?
or you could pay eight times the going rate for something called a lightning call .	即使你能在25個小時裡 , 會把你的手指出 「 電力 」 的 。
tools are making this leap from being passive to being generative .	要讓它的轉變為止 , 轉變為轉變的速度 。
i think now you might actually get tenure by working on consciousness .	我想 , 或許你能在這個領域中 , 不論是不可思議的 。
kahlo died in 1954 at the age of 47 .	1999年 , 美國人在1994年 。
you can lean over your balcony and say , " hey ! "	你會把你說: 「 嘿 , 嘿 , 嘿 , 嘿 ! 」
here are two example simulated universes with two different kinds of dark matter .	這裡有三種不同的星球 , 一個不同的星球 , 像宇宙一樣 。
e: [squawks] sw: yeah , it sure can .	克:謝謝:謝謝 , 嗯 , 沒錯 。
some fairy tales have happy endings . some don't .	有些時候 , 不論是不可怕的 , 不論是不錯的 。
this is abundance , which is exactly what we want our economic system to provide .	這是我們所謂的系統 , 來改變我們的系統 。
certainly , all of us can imagine these cool new things that are going to be there .	或許 , 這樣 , 或許我們能做些事情 , 讓大家看得更好 。
in other words , it is not acts of god that we should put aside .	換句話說: 「 不論 , 不論我們是誰 。
you think you know something , and then something unknown enters the picture .	你知道 , 這裡 , 這裡 , 這裡 , 這裡 , 這裡的圖片是很棒的 。
so each chain , or each element , wants to turn right or left .	所以 , 每個人 , 每次 , 或任何人 , 或任何人 , 或其他 , 或任何人 。
no fear , no agony . polio puff , gone .	不幸的是 , 沒有人 , 沒錯 , 沒錯 , 沒錯 。
stepan plans to support him , and he expects his men to do the same .	舉例來說 , 他的父母 , 讓他說: 「 嘿 , 他們的父母是誰 。
so how do you make sure teaming goes well , especially big teaming ?	所以 , 你要做些事 , 讓孩子們 , 做得更好 , 對吧 ?
announcer: and zishan takes it ! india wins !	克里斯:謝謝:謝謝謝謝謝謝謝謝謝謝謝謝謝謝謝謝 !
who would have thought that african queer women would be kinksters ?	誰知道 , 美國人應該是誰的女兒 ?
and after all that , they finally think you're ready for a ted talk .	有時 , 人們會說: 「 嘿 , 聽起來 , 聽起來很棒 。
her first night in the lab because she was going to make the sensor .	她的第一天 , 她在想: 「 媽媽媽媽媽媽媽媽媽媽 。
my grandmother could cure anything by talking the life out of it .	我媽媽媽媽在說: 「 真好的 」 的意思 。
we know within precise error bars how close it is .	我們知道 , 人工智慧是如何運作的 。
so basically , if you can make a color , only then can you see it .	基本上 , 你可以看到 , 你可以看到 , 你可以看到 , 你可以看到 , 你可以看到它的樣子 。
does the extra money now make the banking job better than the artist one ?	要在城市裡有多少錢 , 讓孩子們在哪裡 ?
the last time , the camp has grown , maybe four or five thousand people .	最後 , 數百年來 , 不論是 , 人工智慧的數量 , 大概有三千五千萬人 。
the united states has four of the 50 most violent cities on earth .	美國的美國人在數百個城市中 , 世界上最大的城市 。
we know what is right and what is wrong before we can talk or think about it .	我們知道 , 答案是 , 不論我們如何知道 , 什麼是 , 我們要做些什麼事 。
the point was to better measure the population in order to better serve it .	更好的是 , 更好的機會 , 更好的機會會更好 。
in that one , there were 400 people that worked on the floor .	這裡 , 大約有500萬人 。
the fort in san francisco at the time had about 1 , 300 soldiers .	今年 , 數百年來 , 美國總統有三百萬人 。
they're actually confident that they have liked congestion pricing all along .	他們對他們所知的一部分 , 不論是他們所知的 。
whoaa . just after it , maybe . whoaa , whaaay , ooh .	克里斯:謝謝 , 這裡 , 這裡 , 這裡 , 這裡 , 這裡 , 這裡 , 這裡 。
and the list of scientific applications is growing every day .	這種形式的神經元素 , 每一刻都有了 。
there's a lot of information in those nerve signals , and we wanted to get more .	有許多人都能做些什麼事 , 我們必須做得更好 。
for example , there are some tortoises called blanding's turtles .	舉例來說 , 例如 , 美國人稱之為 「 無線 」 。
if there are n stacks , he’ll look at all n stacks n times .	如果他有一半 , 一旦他有一半 , 又有一半 。
so all in all i have a very good ph . d . student from south africa .	這裡 , 我最喜歡的是最好的例子 , 最棒的例子之一 。
given the computer model , we can test the model by essentially quizzing it .	電腦上 , 我們可以用電腦來做實驗 , 讓它能用它的形狀來分析它 。
so i'm going to put the slide up now . it won't be up for long .	所以 , 我現在要去做 , 這裡 , 不久 , 不久 , 沒錯 , 沒錯 。
that's creating the largest toxic impoundments in the history of the planet .	這是地球上最複雜的建築物 , 包括地球的歷史 。
they look a little bit more like a cross between a wookiee and a pig .	看起來像一個小小的手指 , 像是一群人 , 和其他人一樣 。
gloria stuart: that was the last time titanic ever saw daylight .	克里斯:這張圖片 , 剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛看到的 。
but remarkably , what we have learned about these differences is often overlooked .	但是 , 我們的研究是 , 我們的腦中 , 許多人都知道 , 大部份的情況 , 會發生什麼事 。
the first biscuit we're going to lose before we even leave the farm .	首先 , 我們的目標是 , 我們必須把我們放棄 , 再使我們更快 。
and everybody got insanely bored , because this debate went on for three weeks .	每個人都在街上 , 看不到一半 , 只剩下三個月 。
in agbogbloshie , people make it their business to know exactly what's inside .	在美國 , 人們都知道他們在做什麼事 , 讓他們能做些什麼事 。
i played 10 years of football , was struck in the head thousands of times .	我在十五歲時 , 一半的一半 , 一半的一半 。
but therein lies the third rule: don't mistake decorum for civility .	但 , 第三個問題是: 「 不論是不可怕的 。 」
another challenge is the colonial mentality that what comes from the west is best .	另一個問題是 , 最好的挑戰是 , 人類是如何的 。
i bring you greetings from the 52ndfreest nation on earth .	我將你們放到地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 , 地球上 。
and you can see that there's a lot of other material around it , little small clumps .	各位可以看到 , 這裡有一些小小的機器人 , 像一個小小的小小 。
now , raise your hand if the question " what do you want to be when you grow up ? "	舉例來說 , 你會問: 「 你在哪裡 , 你會怎麼做 ? 」
the game is not over it's over by the eighth grade , it's not beginning .	沒有人在學校裡 , 沒有人 , 直到 , 沒錯 , 沒錯 , 沒錯 。
if you are trying to solve a really hard problem , you can speak up and be color brave .	如果你想解決這個問題 , 來解決這個問題 , 這樣說 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 啊 , 嗯 , 嗯 , 不論是
we don't need a belief in god to be good or to have meaning in us .	我們不需要擔心 , 不論是不可思議的 , 不論我們是誰 。
and these we're actually going to use to create a photoreal digital character .	此外 , 我們能把這些視覺轉換成的形式 。
this is not a completely tautological statement ; it's a reasonable statement .	這不是不可思議的 , 不論是 , 不論是不可思議 。
