and we'll do that in a second .	我們會再次做第二次 。
they quote the bible , say fb: " you are fearfully and wonderfully made . "	他們會說: 「 喔 , 你覺得很酷 , 很酷 。 」
so i found myself in a space where i was constantly asking myself why this had to happen to me .	所以 , 我發現自己在我身邊的空間中 , 我決定要做些什麼 。
and this by the way , isn't some fantasy about how public life and public conversations could work .	這樣說 , 不論是怎麼說的 , 不論是如何運作的 , 不管是如何運作的 。
because the lunch lady has not been treated very kindly in popular culture over time .	因為 , 不久以前 , 沒有人會在同情心中感到驚訝 。
you guys , i can't even begin to explain how incredible it is that we can do this .	各位可以說 , 我不知道 , 要怎麼做些什麼 。
at my first enrollment at my first enrollment , i had hoped for 10 girls .	在我的第一本書中 , 我有一名女士 , 希望她在2016年 。
all of us , i hope , prefer more money , and the reason is , we believe more is better than less .	所有人 , 我相信 , 更重要的是 , 我們需要更多的機會 。
the protagonists of my books are strong and passionate women like rose mapendo .	藝術家和我的名字是藝術家的藝術家 , 和藝術家的藝術家 。
they said , " that's nice , but have you heard about the cash recycler ?	他們說: 「 嗯 , 聽起來很糟糕 , 對吧 ?
now , commerce is ancient . markets are as old as the crossroads .	現在 , 商業是商業市場 , 只是一個商業公司 。
right there , above , way above the solar system , way beyond our solar system .	這裡有個太陽系 , 太陽能系統 , 太陽系的太陽系 。
i said , " well , i'm very flattered . what do you do for a living ? "	我說: 「 嘿 , 我很幸運 , 要怎麼做嗎 ? 」
now as soon as i had this idea , i decided i wouldn't tell my wife . okay .	現在 , 我在想這一點 , 我決定要問我: 「 不要去做 。
now there's no second track , but there is a very large man on the bridge next to you .	現在 , 沒錯 , 但 , 這裡有兩個人 , 很棒 , 不只剩下了 。
and you see all the world moves over to a two child family , and a life with 60 to 70 years .	你可以看到 , 整個世界各地都有一半的孩子 , 六歲 , 六歲的孩童 。
it would filter out women because they do not look like people who were successful in the past .	她們的女性會因為她們覺得自己很糟糕 , 因為他們不在乎這些人 。
or if he does stop , but he doesn't stop close enough , it's probably not a pickandroll .	如果他不停止 , 但他會停下來 , 還沒辦法停車 。
and crazy as it may sound , i believe we can revive the joy of voting .	聽起來很棒 , 我相信我們能在ted演講中發聲 。
bg: well , unfortunately , the skeptics come in different camps .	馬:當然 , 不管是不可思議的 。
as human beings , we have this unique ability to have our minds stray away from the present .	身為人類 , 人類的能力 , 都能在我們的大腦中發揮 。
so people started asking us , " well , theaster , how are you going to go to scale ? "	所以 , 人們開始問我們: 「 嗯 , 你要怎麼辦 ? 」
for the second generation of d . o . u . g . , i knew i wanted to explore this idea .	第二個星球 , 我想 , 想像一下 , 我相信 , 想像一下這個想法 。
you were handing the lollipops out to people in line , and talking about shinerama .	你會把所有人放到臉書上 , 說話 , 談話 , 談話 。
here's a picture of me and my friend , chris , on the coast of the pacific ocean .	這是我的照片 , 和我的朋友 , 和我在南海岸的海灘 。
google is taking on this very audacious project of making the block phone , the ara .	google是google的數據 , 用google的角度來看 , 藍色的手機 。
future generations of kids , especially teens , are going to engage in risky behavior .	未來的孩童 , 特別是 , 人類的行為 , 會造成更糟糕的行為 。
i mean , whatever that is that kills the bird and i'm calling it a vacuum .	我的意思是 , 有人會說 , 我是誰 , 只會殺死我媽媽 。
you can do gears and nuts and bolts that you can buy at whole foods .	你也可以用它、dna、dna、dna 。
so finally , i want to conclude by showing you the profile of one company , ibm .	最後 , 我想要給大家看一個專家 , 給大家看 。
that's because genitalia do more than just deposit and receive sperm .	因為 , 比例如同性戀 , 甚至是同性戀的 。
the way they teach anatomy is similar to the way they taught anatomy 100 years ago .	他們的學生們會用同樣的方法來解釋 , 例如這兩年前的學生 。
and i was about to tell folks that you represent the 23rd district of texas .	我想要告訴你們 , 只有33%的哲學家 。
and even as he was walking out the door , he was still sort of pointing to his throat .	即使他在他的辦公室裡 , 他仍然在想 , 他的心靈是很困難的 。
are you something that's a little more calm , reserved , conservative ?	你有更多的微笑 , 會如何嗎 ?
it was a sequence taken from another postdoc in the lab , bettina schnell .	它在實驗室裡 , 一開始就在實驗室裡 , 一開始就在實驗室裡 。
we cannot understand these groups , let alone defeat them , if we don't have the full picture .	我們無法理解這些人 , 不管他們是誰 , 不管他們是誰的 。
and i'll show you some data there where i really think it can make a difference and a new way to approach it .	我給你們看一些數據 , 讓我可以找到一個方法 , 來改變它 。
so over the past few centuries , microscopes have revolutionized our world .	所以 , 在過去幾年內 , 大量的農業已經有了我們的生活 。
this can be accounted for with a second infrared wavelength led .	這可能是一首歌的一部分 , 一開始 , 再一次轉變 。
but it takes a lot of time to derive technology from science , and that's not why we do it .	但 , 許多科學的科學都不夠了 , 不論我們怎麼做 。
the fact that you do that , elon musk , is a really remarkable thing .	實際上 , 你的確是很酷的 , 很棒的 。
so it's roughly a billion dollars a mile to do the subway extension in la .	所以 , 花費了50億美元的電力 。
too old , too young , too scruffy , too stupid , and they won't do it .	很久以前 , 年輕人都很害怕 , 他們也沒辦法做 。
and she wants the infrastructure it is nice with a paved road .	她的確是很酷的 , 牠的手臂是很棒的 。
so poetry came as a complete shock to me , ladies and gentlemen .	所以 , 一旦我放棄了 , 讓我很驚訝 , 和我的小姐妹 。
these days , the buying and selling of artwork often gets more attention than the works themselves .	今年時 , 人們買了更多的商品 , 甚至是他們的工作 。
so mentoring , we've all kind of heard that before , it's in the vernacular .	所以 , 我們的聲音 , 聽起來聽起來 , 聽起來很棒 。
face surveillance is uniquely dangerous for two related reasons .	臉孔的確是有兩種原因 , 是因為它的確是非常困難 。
we keep producing for external markets while beggaring our own internal needs .	我們決定要保持平衡 , 讓我們需要的資源 。
it’s also a witty , scathing commentary on italian politics .	甚至是政治和政治的觀點 。
it's utterly fragile , and fragility gives life its poignancy .	它是獨立的 , 不論是有限的 。
and hundreds of millions are facing exploitation and abuse , and violence .	超過數千萬人 , 和受害者、暴力和暴力 。
and so they started promoting cricket big time , started promoting clubs big time .	所以 , 當他們開始時 , 很快就開始了 , 很快就開始了 。
because of these risks , pregnancy is always a huge , and sometimes dangerous , investment .	因為這些風險 , 風險是 , 最糟糕的風險 , 通常是投資的 。
this lie group is a smooth , curved shape with 248 dimensions .	這種顏色的形狀 , 大約有四分之一的四分之一 。
they're economic issues , and that makes them relevant to risk and return .	他們是經濟問題 , 會造成嚴重的風險 。
we'll just we can just skip i'll just skip through the video instead . . .	我們只能把影片放在影片中 , 只能拍攝影像 。
this is all i'm asking for , really , in human decision making , is the consideration of these three things .	這對我而言 , 最重要的是 , 要做些什麼 , 決定要做些什麼 。
you can see on the microscope slide here , that's what's happening in real time .	你可以看到這微小的微生物 , 其實是真的發生的 。
you could even imagine a version of this scenario in which people actually build their own phones .	你甚至可以想像 , 只有一個人在網路上找到了自己的手機 。
so , that's kibera , the largest squatter community in nairobi .	所以 , 阿富汗 , 最大的社區 , 最大的社區 。
that's where the word " monotonic " comes from , or monotonous , monotone .	這就是 「 神聖 」 的詞彙 , 或 「 神 」 或 「 白人 」 。
that is what audiences have said in every country in the world , and it's deeply supported by the data .	這聽起來很棒 , 每個人都知道 , 全世界的每個人都很興奮 。
at some point we get larger , and we actually get to a macroevolution scale .	在某些情況下 , 我們發現了很大的規模 , 讓它更加強大 。
let me make a comparison directly between the united states of america and vietnam .	讓我舉個例子 , 讓美國人和美國人相同 。
in fact , often , just launching the straw man of a service can teach you what people really want .	事實上 , 通常 , 人們會用自己的手指 , 來找你自己的人 。
on the far left hand side , that bar represents somebody or a group of people who are uninfected .	左邊 , 左邊的右邊 , 左邊的右邊 , 左右右右右邊的人 。
the next move was that we wanted to try and maximize the size of those hexagons .	下一個步驟 , 我們想要找出一個小小的紅色 。
there's two degrees , or three degrees of climate change baked into the system .	兩或二氧化碳 , 會造成氣候變遷 。
we're finding all kinds of ways to push back the limits of what we know .	我們都發現了我們所知的事物 , 以我們所知的形式 。
here we are at the edge of the solar system , out at the kuiper belt .	這裡是太陽系的太陽系 , 太陽系在太陽系中 。
it's not just one chemical , like bo lots and lots of chemicals .	它不只是一種化學物質 , 或其他的化學物質 。
and i'm amazed nobody asked her that question when she was confirmed .	我是一位女士 , 她說: 「 沒錯了 。
there's at least three viruses that you know about , which are in this particular monkey .	至少大概有三種可能性 , 至少是你最喜歡的 。
is there anything companies can do to make their employees feel less pressed for time ? yes .	有些公司可以用這些產品來做 , 不論是誰 , 或他們會做什麼 ?
and the fundamental idea is you want to make inferences and then take actions .	基本上是你想要做的 , 讓它變得更好 。
so we're in the process of trying to figure out how to make it better , faster , stronger .	所以 , 我們正在嘗試找出更好的方法 , 讓它更強壯 , 更快 , 更快 。
sometimes i make a lot of drawings and i still don't understand what it is i'm drawing .	有時候 , 我會做很多事情 , 我也不知道我是怎麼做的 。
we're waiting for the psychics to come forth and snap at it .	我們也準備好了 , 要把它放進去 , 再回來 。
we need to learn how to repair and replenish the earth's ozone layer .	我們需要學習如何從地球上游泳 。
and it's also a great example of government getting in on the crowdsourcing game .	同時 , 這裡有一些新的投資者 , 例如在紐約市工作 。
we see where it's bouncing , but we don't see [them] as they exist .	我們看不到 , 但它們不是我們看到的 。
that's where mothers can give birth safely , kids can get all their vaccines .	媽媽媽媽媽媽媽媽媽媽媽媽的孩子們都能幫助他們 。
now , i know what you are all waiting for , that big scientific payoff .	現在我知道 , 你都知道 , 什麼都好了 。
and so what i'd suggest is what i call independent service authorities .	所以我所做的是 , 我稱之為 「 貢獻 」 的概念 。
they bring their ideas , but as themselves , with no , you know , residue over them .	他們會想 , 不論他們是誰 , 但 , 不論他們是誰的 。
now look at me . " aaaaaah , " and i stop you . let's go .	現在 , 我看著我: 「 嗨 , 我要去看看 。 」
and this guy's on display downstairs , so take a look if you get a chance .	這張圖片看起來很棒 , 但你會想出一個機會 。
i'm back in my truck , and we drove over the brooklyn bridge .	我站在冰島上 , 走了一座橋樑 。
if we fold it in half once again , the paper will become four thousandths of a centimeter .	如果我們花了一百年的時間 , 只會用兩千公尺的紙張 , 只剩下一半的時間 。
much of what we want computers to help us with in the first place is inherently spatial .	我們最喜歡的電腦 , 只能用最好的方式來幫助我們 。
if you don't have sustainable energy , it means you have unsustainable energy .	如果你沒有足夠的能源能源 , 你就不會耗盡能量 。
in fact , with somebody this nihilistic , he may well have gladly killed us all .	事實上 , 許多人都知道他是誰 。
quexo inspects the goods to make sure everything is of the finest quality .	以色列的角度來看 , 最重要的是 , 每一件事都不夠了 。
we ultimately will merge with this technology . it's already very close to us .	我們也很幸運的是 , 在這個科技上 , 我們已經很興奮了 。
neil turok: so tendai came to aims and did very well .	布魯克:好的 , 很快的 , 很棒 , 很困難 。
when they went to get an iud inserted , they got paid six rupees .	當他們把他們放進去 , 他們會用兩隻手指出 。
now , who remembers heisenberg's uncertainty principle ?	現在 , 誰記得誰在監獄裡嗎 ?
people would give me the glass of water to drink , they'd give me the rose .	人們會把我放到水裡 , 把我放到水裡 。
in a sense , we can use the computational universe to get mass customized creativity .	同時 , 我們能創造出一個複雜的宇宙 , 就能創造出一個複雜的宇宙 。
today , barely 15 percent of registered architects in the united states are women .	現今 , 今年 , 百分之七十的建築師都在家裡 。
these organisms can be totally desiccated ; they can live in a vacuum .	這些生物可以在環境中產生 , 可能是可以活的 。
have you ever stared at your phone smiling like an idiot while texting with someone ?	你是否在手機裡 , 一個人在臉書上 , 或其他人的臉書嗎 ?
she’s well stocked with the essentials she needs to treat her patients .	她很幸運 , 需要治療病人的治療 。
he designed the robot as the cashier , and the head moves , and i did the rest of it .	他設計了我的手臂 , 然後 , 再次移動 , 然後我會看到這一切 。
because , of course , this is a photograph that you can't take with your camera .	當然 , 這張照片是你可以拍攝的照片 。
i wrote a book about eight incredible people all over this country doing social justice work .	我寫了一篇文章 , 一本書在198年 , 全國各地的社群媒體都很有趣 。
and i can basically look everywhere i want , see every movie i've always wanted to see .	我可以想像 , 每次我看到的每個人都看過我看過的看法 。
quite the similar idea , then , a perfume packaged in a book , in a die cut .	有趣的是 , 不論是一本書 , 甚至是一名名字的名字 。
so let's look at the probability that you publish your highestimpact paper .	所以 , 咱們來看看你最喜歡的文字 。
you'd have a plate of spaghetti , and you would pour it on , right ?	你有一半的時間 , 會把你放進去 , 對吧 ?
it's the fact you don't have to be a professional team to track movement .	事實上 , 你不需要在一個團隊裡進行訓練 。
it's just that when we agree about our hallucinations , we call that reality .	就像我們所謂的 「 進化 」 的概念 。
and after she had time to analyze that second set of data , she sent me that image .	幾分鐘後 , 她會用我的資料 , 來看看我是誰 。
but to me , they are fascinating objects to visually narrate a story .	但 , 對我來說 , 這些故事是很棒的故事 。
tmm: so weather report says nothing dramatic is going to happen soon .	麥克斯:沒人說過 , 不管是發生的 。
you do need to know what you are working with , but it's that diversity which makes it work .	你需要知道它是如何運作的 , 但它是如何運作的 。
eight months later you may remember this , this was a total , total , total chaos .	六個月後 , 你都記得 , 準備好 , 準備好了 。
i also found out later that the director had been physically and sexually abusing the kids .	我也發現 , 孩子們也發現 , 孩子們的心臟病患 。
second , because it would make me the first and only journalist to visit a cmu .	第二 , 因為 , 唯一的機會是 , 讓它成為一個年輕人 。
half of humanity lives in cities today , but a 60timeslarger area is used to grow food .	世界上有50%的人口 , 但在家裡 , 一個家庭 , 住在農業中 。
can the companies that collect the brain data through their applications sell this information to third parties ?	公司可以把這些資料放到網路上 , 將這些數據傳送到三分之一的資訊 ?
and she turned to me and said , " daddy , universe or multiverse ? "	她說: 「 媽媽 , 和女士們 , 和宇宙嗎 ? 」
people signed those loans to buy houses , without truly understanding what they were signing .	那些人在街上買了什麼 , 不論是誰 , 他們不知道他們會怎麼做 。
a unicorn , maybe , because if this was so easy , then other doctors would be doing it .	或許 , 或許 , 如果這樣 , 可能是這樣做 , 也可以是這樣做的事 。
a thin film will creep up the inside wall , flow over the top and right out the outside .	一部電影在牆上移動 , 直到下一步 , 走在牆上 。
it's interesting to speculate about the effect that it would have on relationships between men and women .	很有趣的是 , 讓它更有影響力 , 和女性之間的關係 。
and jeff's advice was , " be a traveller , not a tourist .	史爾夫說: 「 喔 , 不管是誰 , 不論是家人 。
and from that point on , from my age at the time , i began to think of things in a different way .	在我剛剛剛剛剛剛開始的時候 , 我開始思考這一點 。
so , for this girl to have these dreams is simply how we preserve a sense of what home is .	所以 , 為了這些孩子們的夢想 , 我們的夢想是唯一的夢想 。
to really get the money shots , it's down to being in the right place at the right time .	為了花錢 , 只要花錢 , 只要花費時間 。
straight women tend to reach climax less than 60 percent of the time they have sex .	女權主義者 , 會議會更高 , 只有4%的女性 。
but in the end , i knew it's either me or them , and i chose myself .	但 , 最後 , 我就知道 , 不論我是誰 , 或我自己 。
you need to know where all the roads are , what the rules are , and where you're going .	你必須知道 , 什麼是 , 所有東西都在哪裡 , 會發生什麼 。
consider that medical fingerclip— it’s called a pulse oximeter .	試驗一下 , 例如 「 衛星 」 的標準 。
three different movements and two militia acting in the same area and competing for natural resources .	兩種類型的關係 , 兩種方式 , 和其他種類的關係 。
the hare itself , the animal not a cat , not a dog , a hare why a hare ?	這種動物 , 不是動物 , 或動物 , 不是唯一的動物 。
today , that means access to an mri scanner within an hour or two of a stroke .	現今 , 可能是一間小房子 , 或一間房子的車子 , 甚至有一半的電池 。
ok , so now we analyzed the structure , so how does this relate to the control ?	嗯 , 我們現在正在建造一個結構 , 讓它可以控制它的結構 ?
about 1957 here , the health of the united states is the same as the philippines .	在1955年 , 美國的國家 , 特別是美國人 。
so surely if we can connect africa and the last billion people for numbers like that , we should be doing it .	所以 , 如果我們可以用這個世界 , 就能做到這一點 , 只要我們能做到這一點 。
i have here seven note cards , one with each note of the musical alphabet .	我在這裡有6個音樂 , 沒有任何音樂家 。
they would lament to me and say , " we are sorry , mary , for your loss .	他們會告訴我: 「 喔 , 你的媽媽 , 你的兄弟姐妹 , 我們是誰 。
in buddhism , we say , " it takes a strong back and a soft front . "	在我們說 , 「 嘿 , 很快 , 我們會把手臂轉移到另一邊 。 」
yes ! the rays would lie on a i'd like to see yeah , on a cone .	是的 , 請我看這張照片 , 看一下 , 看看嗎 ?
but you do meet some fantastic people , people who look at the world in a totally different way .	但 , 你有一些人 , 看過許多人 , 看似不同的觀點 。
deadlines and commitments are the great and fading lessons of apollo .	失敗、失敗、失敗、失敗和失敗的失敗 。
so the water can stay hidden in the ice sheet in liquid form year after year .	所以 , 每年 , 每年在冰島的水下降下了一年 。
ck: so that is the experience of a man on a roller coaster in fear of his life .	史:這就是他人生中最糟糕的時刻之一 。
it's an endless debate and there's no conclusive , single answer to it .	沒錯 , 沒有任何答案 , 沒有任何答案 。
we get to write the script of the next revolution in surgery .	我們要把這段影片放進一本書裡 。
but i think the days leading up to our flying crew will probably be a little sleepless .	但 , 我想 , 我們現在在想的 , 只能在一個小時內 , 一個小小的睡眠 。
instead of looking at the path as a whole , let’s zoom in on a single node .	不管你在哪裡 , 看不到的 , 不只靠近一顆星球 。
wood is the only major material building material i can build with that actually does both those two things .	dna是唯一的材料 , 唯一的材料是唯一的材料 。
should we be collecting it , gathering it , so we can make his online experience better ?	我們需要的 , 只能讓它更快 , 讓它變得更好嗎 ?
and the two divine people fought , and the gods were on the side of divinity .	兩者 , 兩者之間的關係 , 和文化之間的關係 。
he was tied to a rock , and an eagle would come every day to eat his liver .	他很熱愛 , 一旦他要走上去 , 每一天都能拯救生命 。
they don't perform well , and sometimes they not only fail courses but they actually might fail college .	他們沒有做法 , 但他們也沒有做過 , 但他們也沒做過工作 。
many activists will tell you that the best antidote to grief is activism .	許多人會說 , 你最喜歡的是最好的選擇是最好的 。
most of us from the ship even i look out at the ocean and see this homogeneous sea .	大多數的海洋都在海洋中 , 我看到了海洋和海洋的海洋 。
richard browning: i'm probably more nervous about doing the demo after this .	克里斯:我很幸運的是 , 在這個過程中 。
and i want to talk for a moment about that from a moral perspective and to get your views .	我想要向各位介紹這一點 , 來思考你的觀點 。
he was very tenacious , and he moved rather gracefully when the car turned .	他很酷 , 很快 , 很快地 , 他就很快了 。
and one of the things i really like about open source is it really allows different people to work together .	我最喜歡的是 , 一個有趣的是 , 讓人們可以在彼此互動的過程中 。
most people when they speak about universal basic income , they actually mean national basic income .	大多數人都在談論他們自己的基本上 , 基本上 , 基本上 , 基本上 , 基本上 , 基本上 , 基本上是最基本的 。
he thought , " i know how to drive ; why do i need the state's validation ? "	他說: 「 我知道 , 我為什麼要怎麼辦 ? 」
no dice: no dodo skeleton for me . but the damage had been done .	沒有人說: 「 喔 , 我沒辦法去做這件事 。
which i'd never , really they had never , really , thought about but , now , they think about it .	我永遠不會忘記他們 , 但我相信 , 其實 , 不論是誰 , 真的 , 真的是這樣 。
but the history books and the daily news tell us it doesn't always work out that way .	但歷史歷史的歷史 , 告訴我們 , 不論是沒有任何東西 。
so drugs bind to proteins and either turn them off , etc .	所以 , 蛋白質和蛋白質 , 會用抗藥 。
but one time i was in oakland walking along broadway , and came to a corner .	但 , 一旦我走進海岸 , 走到海灘上 。
even plus even gives you even . odd plus odd gives you even .	甚至甚至甚至甚至比你更好的 , 甚至是你甚至要用的 。
that is radical change for someone who used to be a master of milestonetracking .	這種情況是 , 人們會被稱為 「 人工智慧 」 的改變 。
and the ask is oftentimes as simple as using the phrase " would you consider ? "	答案是: 「 請求知 」 或 「 簡單 」 的意思 ?
" so , nelson , how would you like a nice water feature ? "	「 嗯 , 你是怎麼樣的 ? 」
so even small changes to cloud cover could have profound consequences .	所以 , 即使是小小的改變 , 可以讓它變得更大的改變 。
now , speaking of walls , i want to share with you the story of one wall in cairo .	現在 , 我想要跟大家談談 , 我想要跟你們分享一個建築物 。
these images that show at one time , there was very fast flowing water on the surface of mars .	這張照片顯示 , 很快 , 空氣的溫度很快 。
when i showed oliver my arts and crafts project , he absolutely beamed .	當我寫攝影機時 , 藝術家告訴我 , 其實是很棒的 。
this is a screenshot from the virtual game world , entropia universe .	這是個很棒的例子 , 關於世界各地的歷史 。
look , this is the tetrapak awful materials from the point of view of the environment .	看這張圖 , 用在水泥的環境中 。
chimpanzees , gorillas , orangutans also learn human sign language .	阿拉伯 , 阿拉伯語 , 語言和語言的語言 。
albert einstein called this state , this dimension , " only being . "	叫做 「 dna 」 , 它是 「 基因 」 的 。
this is not a little cliff . this is like a major office building in an urban center .	這不是一個小小的例子 , 是一個小小的建築物 。
in the words of michel foucault , it is a " technology of the self . "	在 「 英語 」 、 「 智慧 」 這個詞是 「 自私 」 。
a technology i spent the early part of my career on enables descattering .	在我剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛提到的科技
it is actually people that make money and lose money , not excel spreadsheets .	結果是 , 人們會賺錢、賺錢 , 不要賺錢 。
the universal nature of beauty is changing even as we're changing the universe .	生物學的改變 , 即使我們在宇宙中改變了 。
" why are you so sensitive ? what's your problem . give me a break . "	「 為什麼你是誰 ? 」
if i start the little game here that the kids have done , it'll crash the space ship .	如果我剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛剛好玩
and it turns out that men and women report very , very similar levels of happiness .	結果發現 , 女性的聲音也很高興 , 很顯然 。
we already have the data showing it reduces the duration of your flu by a few hours .	我們已經有數據顯示 , 每分鐘 , 每一分鐘的微小小小的數據 。
i collect branding irons that were used to mark slaves as property .	我花了一本書 , 把石油放到冰島上 。
surveillance took place manually and wires were connected by hand .	相互相互相互相互相互相互作用
starting in 80 ce these sounds rang through the stands of the colosseum .	90年代中 , 那些聲音的聲音都被吸引了 。
yet , what percentage of americans do you think ever had a bomb shelter in their house ?	但 , 美國人知道 , 你的家庭有多少人在哪裡 ?
but i'm happy to say now that the world has moved on , music has moved on with it .	但現在 , 我很幸運的是 , 世界各地的音樂 , 讓音樂變得更好 。
hearing a sound without knowing its source is going to create some sort of tension .	聽起來聽起來聽起來很棒 , 不用它的聲音來製造它 。
so there was a heyday for this kind of stage mindreading , which was the 1930s .	所以 , 這裡有個很棒的玩具 , 大概是20世紀的 。
now the striking thing about this is that psychologists have known this for 30 years .	現在 , 今年的科學是科學的研究 , 大概是三年前的科學家 。
here's a great example where the integrated water management approach was the cheapest .	這裡有個很棒的例子 , 例如水準的水準 。
and it said , " vacancies , vacancies , vacancies . "	說: 「 農夫、農夫、農夫 。 」
she had delivered a healthy baby boy a few hours before i arrived .	她有一半的孩子 , 很幸運 , 在我媽媽上睡過 。
on the outward path , he's always on the lookout for a new blob of dung .	在他左邊 , 他的眼睛 , 都在舊金山中出現了 。
what systems have we built where this is insufficient for a person to make a living ?	我們的系統是如何運作的 , 讓人們能夠在自己的環境中做些什麼 ?
then they'd say , " ms . sumner , where did these books come from ? "	然後他們會說: 「 喔 , 什麼都在哪裡 ? 」
now , " swiss " works , but you know it's going to cost a lot of money .	「 嗯 」 的情況 , 但你知道 , 要花費多少錢 。
now , chimpanzees are wellknown for their aggression .	蘇格蘭人 , 他們的確是他們對抗生素 。
i realized feminism wasn't about manhating and birkenstocks . "	我意識到 , 不論是 「 男孩 」 的 。
so i started doubting myself and wondering what was the real purpose of this whole project ?	所以 , 我開始思考我自己的創意 , 創造出什麼樣子 ?
we received commentary in discover magazine , in the economist .	我們發現了經濟學家 , 經濟學家 。
inside are ultrasensitive particles that make up a quantum computer .	小小的神經元素 , 一個小小的電腦 。
now , our research is suggesting that perfectionism is rising as society is changing .	我們的研究是 , 社會的確是非常強大的改變 。
they can even tell when information is coming from a close relative like a sibling or parent .	即使在資料中 , 可以從不同的角度來看 , 甚至是一群人 , 或甚至是同儕 。
if we expect the future to be bright , stress and anxiety are reduced .	若我們未來的未來 , 未來會降低 , 更糟糕 。
this is a work , a library i designed for the robin hood foundation .	這是個很棒的設計師 , 我設計了一座攝影機 。
in norwegian , it is even called " the virgin membrane . "	在阿拉伯 , 叫做 「 阿拉伯人 」 。
it looks as if these different public services work together to create some nice little compositions .	看待這些社區 , 像是一個小小的社群 , 來創造一個非常簡單的交易 。
so then i repeated this experiment a bunch of times , and one time something very interesting happened .	接著 , 我做了一個實驗 , 一個有趣的實驗 , 發生了很多事情 。
and i think that's probably one of the most important technology trends that we're looking at today .	我認為 , 這可能是現今最好的科技之一 。
i was eight years old when she took me to visit my first refugee camp .	我在七歲的時候 , 我媽媽就在我身邊 。
without bribing the central cats , he can do nothing , only apologize .	沒有任何人 , 沒有任何人 , 沒有任何人 , 不論是誰 。
i think this film is one of the hardest watches of modern times , " the road . "	我覺得這張影片是 「 最糟糕 」 的時刻 。
i'd actually never swum in the ocean before , so it was a bit terrifying .	我從來沒有過過海洋 , 其實是很棒的 。
there are more city coalitions than there are coalitions for nationstates .	城市中有更多的公民 , 甚至是市民的城市 。
it's never too late to change what it means , because meaning is dynamic .	永遠不會改變它 , 是因為它會改變它 。
ht: i think bryn said it well , but let me try and touch on it .	麥克:嗯 , 我想 , 請我去試試 , 試試一下 。
but i wanted to look not at the astronomical universe , but at the computational universe .	但我想要看宇宙的宇宙 , 但不是宇宙的宇宙 。
so the lamp is not just giving a light , it's also giving a darkness .	所以 , 光並不是光線 , 只是一個黑暗的光線 。
these guys could be true to their purpose , which was finding oil and gas .	這些人是誰的 , 是因為它會被吸引、氧氣、氧氣 。
and this is why " authoritarian " alone does not " orwellian " make .	這就是為什麼 「 伊斯蘭人 」 的名字 , 不論是 「 無人 」 。
it had not occurred to me that anybody in his family could actually make something .	不管我在家裡 , 任何人都可以做任何事 。
you want your perceptions at any time t to be of the world at time t .	你希望在未來的每一天 , 每一件事都不夠了 。
in this case , that mother's life is in grave danger in any hospital in the world .	在這個情況下 , 媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽
well , the problem with the largescale structure of the universe is that it's horribly complicated .	問題是 , 宇宙中有複雜的複雜性 。
so , i don't remember anyone writing my obituary , maybe that was an apolloday thing .	所以 , 我記得 , 任何人都記得我在哪裡 , 或任何人都想過的 。
it's specific to them , just as your gathering should be specific to you .	它是對你來說 , 即使是你在你的腦袋中 , 可能是你想要的 。
and then we help them to go and find the knowledge , because nobody in the world can succeed alone .	然後我們找到了 , 因為他們發現了 , 不論是誰 , 沒有任何人 。
but having said that , i have to say we also have to be very , very responsible here .	但 , 說 , 我必須說 , 我們很幸運 , 非常幸運 。
that's what feynman diagrams were constructed for to understand particles .	這張圖是關於伊斯蘭教授的知識 。
but the nice thing about visual illusion is we can easily demonstrate mistakes .	但 , 最糟糕的例子是 , 我們能否定得更糟糕 。
and so what i'd like to do is try to figure out how to join with the space through the technique .	所以我想要做的是 , 試著把機器人放到海灘上 。
the number one source of wealth creation: appealing to your reproductive organs .	最基本的例子是: 「 把你的基因組合成了 。
because you can have an argument or a disagreement about something , you can get angry at someone .	因為 , 你有任何人或選擇 , 或你是否可以選擇的 。
so , implicit bias is what lurks in the background of every decision that we make .	所以 , 不管是如何運作的 。
and i found out a couple of weekends ago , it's not the speed limit in all the district .	我發現 , 幾週前 , 沒有任何人都在監獄裡 。
and down in 1915 , the united states was a neighbor of india present , contemporary india .	在1980年 , 印度的中國是印度的中國 。
so , i've always been googling this word , " human , " to find out how many hits i get .	所以 , 我一直在想 , 「 喔 , 我知道這一點 , 要知道我有多少人 。
and one of the things i'm going to spend a lot of time focusing on are the genes that can cause autism .	接下來我要做的是 , 每一件事是 , 基因會因此而已 。
back in the beginning of the data presented in this chart , china was the world's hightechnology leader .	回到中國 , 中國在中國的發展中 , 中國的經濟學是最好的 。
so in recent years , we have begun to learn about the happiness of the two selves .	所以 , 在過去幾年間 , 我們學到了 , 不需要有兩個人的心靈 。
we don't have a public domain to draw upon now , so instead what we need is two types of changes .	我們不需要在公園裡的公共公園 , 我們需要改變這兩種方式 。
