and we'll do that in a second .	我們必須再次做一次 。
and i said , " do you regret it ?	我說: 「 嗯 , 你要怎麼做 ?
and the driver said , " i don't know . "	然後說: 「 嗯 , 我不知道 。 」
yes ? raise your hand if you got that . yes ?	好嗎 ? 喔 ? 喔 , 喔 ? 請吧 ?
don't go through this . don't do it . "	沒錯 , 沒錯 。 」
maybe procrastinating does not cause creativity .	或許 , 可能性不可思議 。
it's what i study . it's what i treat .	這是我的研究 , 我發現了 。
i've been making toys for the last 30 years .	我一直在過去幾年 。
interagency physicians come out .	心理學家 , 科學家們 。
so that's the place where you really want to cook .	這就是你想要做的 。
i'm really excited about the potential for this project .	我真的非常興奮 。
this is a team of bloggers from around the world .	這是一群公司 , 世界各地 。
and now when the kid comes , it's an experience .	現在 , 孩子們 , 身為一個人 。
it's not an event , it's a process .	它不是這樣 。
i was fired , along with several others .	我很幸運 。
so what about practical motivations ?	那麼 , 到底是什麼樣子呢 ?
that's like moving a time zone every day .	這就像是每一天的每一天 。
the first few systems that we created , they kind of worked .	首先 , 我們發明了一系列的機器 。
now here's eight centuries of economic growth .	現在 , 中國的經濟成長率 。
and his mouth must be probably about three microns .	他的兒子 , 大約三十歲 。
so you're seeing the edge of the earth .	所以你看到了地球上的星星 。
this article about angelo appeared .	這張圖片表演了這張照片 。
i want to know your product , that's very important .	我想你知道 , 你的食物是非常重要的 。
sp: i agree with the president .	克里斯:嗯 , 我會說話 。
it is not god that i do not accept .	這不是我所謂的 。
this is our task ; we know it will be hard .	這是我們所做的 。
there's no list or registry .	沒有任何人 。
is agriculture adapted to that ?	到底是怎麼辦的 ?
everyone did not want really to get in trouble .	所有人都沒有任何人 。
it elevates the temperature .	它會造成氣候變遷 。
i don't think it's that bad of a deal .	我不知道這一點不錯 。
every single dog on one tee shirt .	每個房子都都能在水裡 。
that's a production line and a very fast one .	這是個大型的 , 更快的 。
lamb goes on the post , she opens it up .	克里斯·安德森 , 她把她帶回來 。
we have indeed the blue part , as you can see .	我們可以看到藍色 , 你可以看到 , 你可以看到 。
on the right , that's a radiolara .	舉例來說 , 右右右右右右 。
status quo , that's where we start .	亞馬遜 , 我們現在開始了 。
and when you have colonialization , what do you have ?	當你有時候 , 你會怎麼做 ?
and here the income per person in comparable dollars .	這裡 , 每個人都能賺錢 。
she was raped numerous times by many men .	她成長了很多女性 。
we're not going to play the color game anymore .	我們不需要玩耍遊戲 。
cp: you guys don't get to hear this .	克里斯:謝謝你說: 「 聽起來聽起來 。
it looks like we broke mathematics .	它看起來像我們一樣的樣子 。
it's not just a whole lot of other plants .	它不僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅僅是
and by the time i got up , four hours had passed .	每次我走過了一小時 , 五十五小時 。
for that we have to ask , what is the nature of mind ?	我們要問: 「 什麼 ? 到底是什麼 ?
but for all their might , they left few monuments .	但 , 這些人都能做到 。
and even that was considered outrageous at the time .	即使如此 , 即使是在過去的情況下 。
we can create very compelling illusions .	我們能創造出一種非常複雜的形式 。
either way , we never have those answers .	不可思議 , 我們不需要答案 。
they don't look at pictures of the poses .	他們不會看到這些照片 。
it was time to push what i called maps 3 .	這張圖片是我剛剛剛剛剛剛說的 。
this is when a social movement can create lasting legal change .	這是一個社會的力量 , 讓社會能改變 。
this is a picture from 2006 , shortly before his death .	這是2007年的照片 。
now that's our prediction for what we'll see .	這就是我們現在所預測的 。
when is a visual cliché good or bad ?	如果有一群人 , 不論是甚麼 ?
now , i love this note for lots of reasons .	現在 , 我很幸運 。
and he had posted lots of nature videos in fact .	他有一篇文章 , 很明顯 。
that one kind of rolls off your tongue .	其中一個人是你的手臂 。
they were laughing very , very hard .	他們很驚訝 , 真的很棒 。
here's an example from that screening study .	這裡有一個例子 。
and so , i actually made a kind of curious decision .	所以 , 我真的很驚訝 。
now , i was officially freaking out .	現在 , 我很幸運 。
and then i got my instructor rating .	接著 , 我去了我的名字 。
in biology , carbon takes center stage .	在生物學院裡 , 醫生們 。
so that's , to me , a way forward .	所以 , 這也是我所做的 。
then i found this website by luck .	接著 , 我發現這張圖片 。
executive office of the president .	警察官員會議員 。
the future of rome depended upon it .	未來 , 未來的未來 。
so the question is , why couldn't we see it ?	所以 , 問題是 , 為什麼我們不會看到什麼 ?
it's double the normal range .	它是種類的 。
they were built to transmit but not receive .	他們創造出了 , 不可思議 。
and i just couldn't accept that .	我還沒辦法 。
it's got to be worth something , right ?	它真的很棒 , 對吧 ?
he would come into my room in the middle of the night .	他把我帶到我的房子裡 。
suddenly we had a way into the conversation .	基本上 , 我們要談談談話 。
it's an important strategic partner .	它是很重要的 。
that really is strange . how do we explain this ?	這真的很奇妙 , 我們知道什麼呢 ?
i'd never been in a tech company before .	我從未見過的公司 。
i said , " what are you going to do now ? "	我說: 「 好嗎 ? 」
the construction began in 1837 .	在1977年開始 , 開始了 。
and technology from space supports sustainable development .	創造力 , 創造出全球的創新 。
and the act spread like wildfire .	而這張圖片是很高的 。
because honestly , it's really not easy .	因為 , 很明顯的是 , 不可思議 。
and you're getting all kinds of cool stuff .	而且你都很驚訝 。
this seems a very strange idea , right ?	這聽起來很棒 , 對吧 ?
fatty acids can be short or long .	小型的可能性 , 甚至會更高 。
but we don't see it on social media , right ?	但是我們沒有看過網路的媒體 , 對吧 ?
and then third , sort of a dad for every side .	第三 , 兩個人 , 兩個人 。
i truly understand how that can be daunting .	我了解到 , 什麼都無法理解 。
when i was seven i went to summer camp .	我在七歲的時候 , 我是家人 。
this was just the beginning of my team's science project .	這是我開始的研究 。
george w . bush , remember him ?	哈囉 , 克里斯·克斯斯 , 他是誰 ?
you can see it here well on this debris .	你可以看到這張圖片 。
but that's also why we have to be careful .	但這也是為什麼我們應該要做些事 。
but when that food is there , it's transformative .	但當食物的食物時 , 一切會變得更好 。
that's down to about 12 to 15 percent .	要花25% 。
but this machine doesn't know what it looks like .	但是 , 機器沒有什麼樣子 。
first is: where do we get inspiration ?	首先 , 我們要怎麼辦 ?
this is some of the field work that we've done .	這是我們所做的事 。
but you can imagine the biomass that represents .	但你可以想像一下生物學家 。
in that it's a place for people , you know .	在這方面 , 有人知道 , 大家都知道 。
the question is , how is it going to help their development ?	問題是 , 如何解決這個問題 ?
it took someone new to see me in a different way .	它會在我旁邊的演講中 , 我看到了一些事情 。
and then of course arnon to thoth .	嗯 , 嗯 , 嗯 , 哈囉 。
everyone is bothered about their country's education system .	每一個人都都在教育中 。
it's about creating a way to live with it .	它會創造出一個東西 。
feel guilty that you have more money than other people ?	人們覺得更糟糕的是 , 誰會賺更多錢 ?
we know where a lot of those kits are .	我們知道許多人都知道 。
we know that , right ? we've experienced that .	我們知道嗎 ?
there are actually not even any stations with names .	沒有任何人 , 沒有任何人 。
he's valuable because he does good work .	他很幸運 , 因為他真的很棒 。
she said , " i did try it about six months ago .	她說: 「 嗯 , 我記得她在18個月 。
now , this is a profound biological effect .	現在 , 它是生物學家 。
where is the platform ? where is their voice ?	到底是什麼 ? 什麼 ?
ok , first , some introductions .	好吧 , 首先 。
this is a 40 percent increase since the year 2000 .	這是25%的人口 。
it's changing our relationship to the health care system .	它改變了我們的健康 。
but here and there and that . you know what to do .	但 , 在這裡 , 你知道 , 什麼都能做到 。
it's called crisprcas9 .	它是99% 。
but everything we do is in a different context .	但是 , 我們所有的所有東西都不同 。
some idiot will start a reality tv show .	有些時候 , 人們發現了一系列 。
that leaves 5 empty faces on each .	那就表示每五個小時 。
you just have to choose words at random .	你只能用 「 字 」 的字 。
in fact , no , education spending should not be cut .	事實上 , 教育不僅僅僅僅是如此 。
and to boot , there was no name for this problem .	不管 , 沒有人說: 「 沒錯 。
and realizing this lit a fire in my soul .	結果是 , 我發現了我的眼睛 。
and that's sort of what i've been doing .	這就是我所做的 。
today , this very moment , is my real coming out .	現今 , 今日 , 我現在的人生是如此的 。
i said , " yes , people talk to me differently .	我說: 「 嗯 , 我會說話 。
now , we're not saying don't help africa .	現在 , 我們不是非洲的非洲 。
basically things only professionals know .	基本上 , 它是唯一的 。
but before we start , we set this golden rule .	但 , 我們開始了 。
but , of course , she was also extremely cold .	但當然 , 當然 , 她是很棒的 。
i know what you're thinking: " wait a second , eddie .	我知道你會說: 「 嗯 , 嗯 , 嗯 , 等等 。 」
physically , a really cool , elegant thinking coming along lately .	很棒 , 很棒 , 很棒 , 很棒 。
now this simple rule is not an explanation of clouds .	現在 , 簡單的答案是 , 不僅僅僅僅僅僅僅僅僅僅僅僅僅僅如此 。
if you want to be happy , practice compassion . "	如果你想要更好的話 , 愛情 。 」
in this case , this guy's not liking what he's hearing .	舉例來說 , 這傢伙並沒有聽見 。
that's when we convince ourselves that a lie is the truth .	那時候我們意識到 , 我們的確是很棒的 。
i didn't completely overcome my urge to help others .	我不用擔心 , 去做些什麼 。
ss: that's an institutional requirement .	克里斯:嗯 , 需要解決這個問題 。
but networks are not just a scientific metaphor .	但 , 不僅僅僅僅僅是神經元素 。
i just want to show you one technical diagram here .	我希望你們能想像一下這張圖片 。
and so we've been working on a chassis of the wall itself .	所以我們在工作室裡工作了 。
there's emotional contagion that takes place in human populations .	這裡有多樣性化 。
but more than anything , you know , i'm an academic .	但 , 沒有任何人 , 我知道 , 嗯 , 我是很棒的 。
and the answer is smell , the smell of her body .	答案是 , 她的血管是血液 。
but conceptually , it's essentially simple .	但事實上 , 它是簡單的 。
but we do have a few prescription products through this .	但 , 我們有更多的產品 。
my dad doesn't even have an indian accent anymore .	我爸爸不是美國人 。
that's the second half of cognitive surplus .	這是三分之二的一部分 。
we like to laugh . we like to celebrate life .	我們喜歡愛滋病 。
you are a conservative member of congress .	你是全球主義者 。
they're entirely dependent on the power of technology to connect us .	它們是全球化的 。
and that's really how i became an entrepreneur . "	這就是我所做的 。
we tend to think of it as an intransigent given .	我們認為 , 人類的行為是如此 。
and i was really struck by how much it affected me .	我真的很幸運 , 我知道我是怎麼辦的 。
now , i don't romanticize evolutionary time .	現在 , 我不敢擔心了 。
this boy is now in university and leads quite a normal life .	這位女士們 , 她們的人生中 , 生活是如此的 。
it has administrators in it and many , many other things .	它有許多人 , 許多人都在做些事情 。
and i just wanted to share with you: there's one reporter that came .	我希望你們要跟大家說: 「 嗯 , 這裡有一個人 。 」
the chinese seem to be very good at capitalism .	伊斯蘭克斯斯斯特斯特特特是很棒的 。
and we of course can spray insecticides from planes .	當然 , 我們還能用這類型型的材料 。
the last minute penalty shot that wins the tournament .	接下來的五分鐘後 , 要讓大家想像一下 。
the protocell moves . it encounters the food .	水流會變成食物 , 食物的食物 。
i have to say , these are very hybrid places .	我必須說 , 牠們是很棒的 。
alright please take off your blindfolds .	好吧 , 請大家看一下 。
now everybody asks me at one point or another , " how did it all start ?	現在 , 有人問我: 「 什麼 , 什麼 ? 」
i looked in his eyes and i saw utter terror .	我看到他的眼睛 , 看著我的眼睛 。
" because i have to exchange your father's underwear . "	「 我相信我父親的父親 , 妳的父親 。 」
that it's you that i guess that i wanted to know all along .	這就是我想要的 。
humans , on the other hand , require about 100 watts of power .	人類人 , 人類的力量 , 需要更多的力量 。
and so i did my best to give her such advice as i could .	所以 , 我給了我最好的機會 。
and the people in chicago made a reef of their own .	人們的名字 , 他們的名字 。
ok , now you can breathe , because they're still here .	嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 當然 ,
had they had their fuel supplies , they would have done it .	他們都知道 , 牠們會做些什麼 。
let me mention the case of edicson ruiz .	讓我舉個例子 。
now , the result of that is that you can't have real interactivity .	現在 , 重點是 , 你無法做到的一切 。
so a group of babies came in and listened to english .	所以 , 有一群人的名字 。
probably the most important piece there is that the kids really can do the maintenance .	或許 , 最重要的是 , 大部分的孩子都能做到 。
it was pretty obvious that it was really our parents giving us the presents .	很顯然 , 我們的孩子在我們的孩子裡 。
but in reality , that boulder is already at the top of the hill .	但事實上 , 大部分人都在那裏 。
that represents enough food calories to feed half a billion people .	這意味著 , 每年有百分之五十億人 。
but these are not the stories that the gymnosophist heard .	但這些故事並不是關於黑猩猩的故事 。
that's 2 , 555 infectious bites every year .	大約25年 , 大約25年 。
ca: so you have asked extraordinary questions your whole life .	克里斯:你知道 , 你的人生中有多少問題 。
i want to demo this actually , because it's a very simple process .	我相信這一點 , 因為這是簡單的 。
and third is that we need to look at oceanbasinwide management .	第三 , 我們應該需要更多的土壤 。
these kinds of things play out in lots of bad ways in humans .	這些東西都變得更有趣 。
i said , " he'd be an unexpected ally . "	我說: 「 沒錯 , 沒錯 。 」
and almost all of the carbon in your body came from air , basically .	所有的身體都在你的身體裡 , 它是你的身體 。
my country is dominated by drug economy and a mafia .	我的國家是全球化的 。
my mother looked at me and she said , " how did they treat you ? "	我媽媽媽媽說: 「 嗯 , 你知道什麼 ? 」
i believe this has got to be , in part , a building ecology problem .	我相信 , 生物學家 , 基本上是很重要的 。
people's states of their own body changed how they perceived the environment .	人們在自己的身體裡 , 改變了他們的生活 。
norms don't have the centralized machinery of government .	沒有人工智慧沒有人工智慧 。
and this is actually a rather good comparison , it seems to me .	這其實是很棒的 , 不是這樣 。
this is father keane with natasha at the bus stop .	這是他父親的父親 。
you know , sometimes forgetting is so important to remain idealistic .	有時候 , 最重要的是 , 解決方案的重要性 。
look , i don't mean that we purposely mislead .	沒錯 , 我不知道 , 我們沒有選擇 。
he goes down and he meets this famous anglerfish .	他走過了 , 他的名字 。
this is a hasselblad that was made by the swedish company .	這是一名公司的名字 。
i decided to confess to my friends the story of my failed business .	我決定關於我的家人 , 和我的故事 。
so to start answering this question , i wanted to gather some information .	所以 , 要解決這個問題 , 我必須回答這個問題 。
and i came in prepared with powerpoints and my lesson .	我走進了我的家裡 , 和我的妻子 。
whereas on the right , the two tiles look nearly the same .	舉例來說 , 這裡有兩種不同 。
i'd like to start with running two short experiments with you all .	我想請你們看看一個小小的實驗 。
one of the things we still have to do is to actually find the lander .	我們所做的是 , 我們發現 , 大部分人都在做些事 。
a child in india says , " i saw a monkey today . "	有一天 , 我說: 「 嗯 , 我看到了 。 」
arguably , we can't afford not to .	不幸的是 , 我們不需要擔心 。
canada , mexico , india , new zealand .	中國 , 中國、中國、中國、中國 。
it rolls 3 cars back . 1 forward , another 4 back .	它用了2.2.2.2.2.
so i was on a national television primetime show .	所以 , 我在美國的國家裡 。
he was viennese , and he was born here in 1929 .	他是1999年 , 他是1999年 。
and these spines don't always drive you to make the best choices .	而這不是你所做的 , 不論你是如何運作的 。
the whole thing is electric , the restaurant and the kitchen .	所有的電池都在水裡 , 電力 。
arousal is still good because you are overchallenged there .	很幸運的是 , 因為你有許多人 。
the problem is , we also found that that's just not very likely .	問題是 , 我們發現的是 , 大部分的樣本是如此 。
and then i go to this picture here , which is the one that i started with .	接著 , 我開始看到這張照片 。
it sends highresolution video pictures back to the operator .	它顯示出一張紙張圖片 。
let's start at the top , your feelings about wealth and money .	咱們來看看你的手 , 和你的錢 。
how did the elite deal with that the socalled political elite ?	到底是怎麼辦的 ?
even though i've traveled a lot , i still think like an american woman .	即使我在歐洲 , 我仍然覺得我是女性的年輕人 。
because maybe one day they will want to care for that one which they know and love .	因為 , 也許 , 也許有一天 , 他們就知道 , 他們的父母 , 知道他們是誰 。
jh: so you're on your fifth life at this point ?	克里斯:你現在的人生會發生什麼事 ?
and we wanted to do that so we could see how they connected with each other .	我們希望他們能了解它們 , 讓他們能看見它們的互動 。
or are you going to tell him this: " i had a dream once , kid .	無論你會說: 「 喔 , 我在這裡 , 孩子們 。 」
so to get that longterm trend information , we need to do climate science .	所以 , 要解決這個問題 , 我們需要解決這個問題 。
well , one study tested this by examining people's personalities .	首先 , 研究人員發現了 。
i had no interest in becoming an artist , certainly not a painter .	我沒有藝術家 , 藝術家也不是這樣 。
some of them were held by white hands , others by black hands .	有些人 , 黑猩猩 , 黑猩猩 , 黑猩猩 。
years after that , he was teaching the racquetball teachers .	畢竟 , 他教訓了他的孩子 。
all of the scale goes to cocacola and burger king .	所有的全部都能和平面上升 。
he added , " i hope this evil can be averted . "	他說: 「 嗯 , 我希望你們能看見這一點 。 」
so , i got a national geographic film crew .	所以 , 我在紐約市裡看到了一系列印象 。
she actually met jonathan luna , who was 26 years old .	她在1977年 , 她的名字是16歲 。
" i shut myself off when . . . " began to be the question .	「 我開始 」 的時候 , 我開始問: 「 嗯 , 這個問題 。
now , i show you before you an image of the night sky .	現在 , 我看著你們看到的照片 。
we'll take the different trips she described .	我們會把這些東西傳送給她 。
many social issues affect why people buy and use guns .	許多人都知道 , 政府會如何辦公室 。
everyone i met , i felt i knew them for as long as i could remember .	我知道 , 我知道 , 我知道 , 每次我都記得我 。
but can you do that while keeping your hands on the wheel ?	但你可以把你的手伸出來 ?
she goes , " no it gets worse , read this book . "	她說: 「 喔 , 不要讀書 。 」
and this is what it sounds like when there's 1 , 000 people .	這聽起來像是一個人 , 大約是2000萬人 。
and perhaps , someday , far beyond our solar system itself .	也許 , 或許 , 現今 , 地球上 , 地球上 , 地球上 。
she said , " is this really mine ? can i keep it ? "	她說: " 好嗎 ? "
yeah , it's very different no , it's not different .	嗯 , 嗯 , 沒錯 , 完全不一樣 。
she said , " get off your throne . money is green . "	她說: 「 喔 , 你的食物是綠色 。 」
those expert trackers have to be part of the pack .	所有人都在做法庭 。
they said , " separate your bank account .	他們說: 「 嗯 , 你的家裡 。
this town was established 800 years ago .	這張照片是2007年 。
i have obsessivecompulsive disorder .	我有很高興的信任 。
about 20 years ago , we were at a 15percent loss .	大約200年前 , 我們在2000年 。
there's a couple of really big problems that are still sitting there .	這裡有許多問題 。
and this is this latter part of the rainy season .	這張圖片是北極的 。
jessica: yes . db: yes . ok .	克里斯:嗯 , 喔 , 喔 , 喔 ! 喔 !
and the key question for me was to ask peter , has it changed ?	我問的問題是: 「 什麼 ? 什麼 ?
well , we've sent spacecraft to all three planets .	嗯 , 我們有三種空間 。
if we were playing the game , that's what we'd do .	如果我們在玩遊戲遊戲時 , 我們就這樣做 。
so what credentials does zagat's have ?	所以 , 到底是怎麼辦的 ?
and folks say we need to choose eitheror .	大家說: 「 我們需要選擇的選擇 。
i was shocked , scared and terrified .	我很驚訝 , 直到我 , 去了 。
so , here's how it stacks up against an entire neuron .	所以 , 這裡的神經元是神經元 。
and the indicator box makes the lights flash .	太陽能板子 , 光線 。
i grew up in tenement buildings in the inner city .	我住在城市裡 , 城市裡的城市 。
here's that same orientation that we saw earlier .	這是我們看到的例子 。
just like a farmer works to cultivate the soil .	如今 , 農業工程師們會做些好事 。
instead , it becomes just one more thing that complicates life .	不只是 「 生命 」 、 「 生命 」 的生命 。
so we're talking about the end of human drudgery .	所以 , 我們現在談論的是關於人類的身份 。
i'm playing around with perspectives and analogies .	我在玩耍的遊戲裡 , 和其他的關係 。
but the man , he is still at the prehistoric stage . "	但 , 他的名字是 , 他的名字 。 」
so it kind of cooled my testdriving for a little while .	所以 , 它讓我感到驚訝 。
now in this footage , the adult is caroh .	現在 , 這裡 , 這裡 , 右邊的汽車 。
gk: that you're very , very , very bad .	克里斯:謝謝你 , 非常感謝 。
everything we do is an approximation of sophistication .	我們所有的所有東西都都一樣 。
all these are hallmarks of a behavioral addiction .	這些都是不同的行為 。
it became an alternate existence , my virtual reality .	它改變了我的世界 。
how would that change the capabilities of the surgeon ?	它如何改變 ?
ok , now let's look at these three portraits .	好吧 , 現在 , 我們來看看這兩種圖片 。
you don't beat it once and it's gone forever .	你不用擔心它 。
you never have to worry about plugging these things in again .	你不需要去做些什麼 。
and that's the control , so nothing should happen in that tube .	這就是控制力 , 沒有任何東西 。
with heat from the bottom and heat from the top . "	把它們帶回家裡 。 」
get in control of your stress before it takes control of you .	控制你的行為 , 控制你的行為 。
and this is you can see this is a flapping bird .	你可以看到這張圖片 。
make it a part of your dinner and cocktail conversations .	要把你的手指給你的朋友 , 和你談話 。
in some cases , there may be outperformance from esg .	在某些例子中 , 有些人可能會看到 , 如今 。
there's no poison . there's no pollution .	沒錯 , 沒有任何人 。
and it's my theory at the moment that maybe we all do .	這是我現在所做的 。
but time is the one thing that i'll never be able to give them .	但 , 重點是 , 我永遠沒有辦法 。
it also purchases a lot of data from data brokers .	資料顯示資料庫的資料庫 。
one is to give up on democracy ; it doesn't work .	首先 , 民主是自由的 。
but you know , we want , we need some airtime for our ideas .	但 , 你知道 , 我們知道 , 我們應該要做些事 。
ca: that scale delivers efficiency .	克里斯:嗯 , 法國的權力 。
the more complex the problem , the more the need for simplicity .	更複雜的問題 , 解決方案 。
like every other human being , i avoided trouble .	就像其他人一樣 , 我會被視為為例 。
i asked him , " how many wives would you like to have ? "	我問他: 「 你知道什麼 ? 」
the technology is linked data , and it's extremely simple .	科技科技技術是非常簡單的 。
we donate 1 , 000 bikes to shanghai .	我們在20000000000000000000萬年前 。
but the entire curve has moved to the right in the 1980s .	但在1980年代 , 發生了什麼事 。
" it's a bacchanal by titian . "	「 嗯 , 我是美國人 。 」
as for terrorism , it's now extremely rare .	身為女性主義者 , 它是很高興的 。
i did have a video i wanted to show quickly on that that we actually found .	我剛剛剛剛剛剛剛剛剛剛剛剛剛剛看到的 。
some artists even painted themselves into the manuscripts .	有些藝術家 , 藝術家們 , 藝術家們 。
people explain to me that it's hard , but that it can be done .	人們告訴我 , 嗯 , 我知道 , 這樣做 , 因為它真的很容易 。
seemed like a weird question . i said , " my parents . "	看起來像我一樣的答案 , 我說: 「 喔 , 我媽媽 。 」
" two sticks , " you can go with it . thanks .	「 喔 , 請 , 嗯 , 喔 , 請你 。 」
don't ask me why a man needs more than one wife .	沒有人問我 , 為什麼 , 什麼都不夠 。
what's changed ? and of course , it's puberty .	什麼改變了 , 對吧 ?
they're just living life , and they end up just acting like that .	牠們生活中 , 牠們的生活也變得更好 。
are we smarter than anybody else ? i'm not sure .	我們沒有任何人 , 對吧 ?
so you see some interesting , typical , urban things .	所以你看到一些有趣的東西 , 有些事情 。
and it's something i've never really found a good way of doing .	這也是我所做的 。
though i should say that my son is best and is better than your children .	對我來說 , 這並不是我最好的朋友 。
is everything before and after that utterly irrelevant ?	這一切都發生了什麼事 ?
and , as indigenous people , we know injustice .	身為人類人 , 我們知道 。
i wonder how much superhero insurance policy would cost .	我知道 , 大量的大量是高度的 。
we have to accept that there will be hazards .	我們必須做到這一點 。
some other variable we haven't accounted for . "	其他其他其他其他人都不想做 。 」
much like i did for that brief couple of weeks in high school .	像我一樣 , 每天晚上有一天 。
was jane simply reinforcing what jane would have done ?	沒錯 , 要怎麼做 ?
it's a process which is playful and creative and informative .	它是創造力的 , 基本上是很重要的 。
i'm going to drop the rope , see if they come over .	我會把它們帶回去 , 然後他們會看到它們 。
the silent majority does not need to be silent .	大部分人都不需要擔心 。
" because , thandie , that's not accurate .	「 嗯 , 當然 , 不可思議 。
we created a virus that killed a lot more than this one did .	我們用了一艘橋 , 發現了很多事情 。
nick: oh well , my paper just got accepted .	克里斯:嗯 , 嗯 , 嗯 , 我讀了 。
sometimes it's an internal stimulant , from your body .	有時候 , 有時候 , 你的身體是你的身體 。
when it comes to engagement , the data is very clear .	當這個資料庫時 , 數據會變得很容易 。
but prisons can do some things we never thought they could do .	但 , 若我們能做些什麼事 , 我們也不能做到 。
the next step would be to put this molecule into mice .	下一個步驟 。
premature infants have real problems with their microbial community .	為了解決這個問題 , 大部分人都能解決這個問題 。
once you have control of the car's computers , you can do anything .	一旦你有電力 , 你就可以做些什麼 。
plus , he doesn't view me as a deaf person .	沒錯 , 雖然我不知道他是誰 。
mary johnson: my natural son is no longer here .	克里斯:嗯 , 我很幸運 , 沒有一天 。
bg: jennifer , thanks for coming to ted .	克里斯:謝謝謝謝謝謝 。
and therefore , this is your opportunity to do better than my generation . "	所以 , 今天 , 你的夢想是更好的 。 」
and now he had been gone so long she sensed something must be wrong .	現在 , 他有一天 , 他知道 , 什麼都沒錯 。
the average human has sex about 1 , 000 times per birth .	人類歷史上 , 數百萬人 , 數十萬人 。
but 3d printing does offer an addition to tell that story .	但 , 三分之二的三分之一 。
we said , oh , kindergarten seems like a good place .	我們說: 「 嗯 , 看起來很棒 。
you get two brands , coke and pepsi .	你有兩種點子 , 和平等 。
and they were all at a conference in beijing .	他們都在做些什麼 。
by that statement , their vision should be really bad , right ?	若他們意識到 , 他們的權力是如此 , 對吧 ?
and the other one is empathy and compassion .	另一方面 , 另一種則是很棒的 。
but what causes this problem , and how can it be stopped ?	但 , 到底如何解決這個問題呢 ?
and note what i said: " when , " not " if . "	我不會說: 「 嗯 , 不是這樣 。 」
and i suppose that that's true with thousands of people .	我相信 , 世界各地的數百萬人 。
and you come here to tell me that i cannot keep on living here ?	你要告訴你們 , 我現在要告訴你們什麼 ?
it's all government research dollars , and very few of those .	這是美國政府 , 所有人都都知道 。
as soon as i focused on this material , i took off .	作為我所謂的材料 , 我發現了 。
at the end of six months to a year , we test every house again .	18個月後 , 我們訓練了4個月 。
my country , sweden: 1800 , we were up there .	我的國家 , 美國 , 美國 , 美國 , 美國 , 美國 。
we save her life , and get her safely to the operating room .	我們拯救了她的生命 , 拯救她 。
so we did this project , and this is one of the artifacts of the project .	所以 , 我們設計了這個計畫 。
well , a lot of people actually do use this talk of illusion and so forth .	嗯 , 許多人都很幸運 。
and now i can start talking about parallel and series circuits .	現在 , 我會開始談談談話 。
so if you look at the movie on the left , that's some robots in water .	所以 , 如果你看一下這張圖片 , 你可以看到這棟機器人 。
we even demonstrated that we can do this at a much larger scale .	我們甚至還能找到更多的大量 。
but then , you know , eventually you have to turn all these drawings into reality .	但 , 你知道 , 你可以看到 , 所有東西都都存在了 。
we've brought it down to the tangent of an angle .	我們要把這張圖片放在一起 。
ss: the book is about selfconfidence , and about equality .	克里斯:嗯 , 老師們相信 , 價值觀是很重要的 。
it shouldn't obstruct it , which of course it often does .	它不可思議 。
but i think these aren't just the components of remixing .	但我認為這並不像我們一樣的一樣 。
you know , this is pair of lungs and the bronchial tree .	嗯 , 嗯 , 這裡 , 這裡的黑猩猩猩猩 。
they agreed , and now i have apps on the app store .	他們會說 , 我現在要做些事 。
this is our roof in new york , the roof of the studio .	這是紐約紐約的紐約 。
so the unpredictability , i think , is extraordinary .	所以 , 雖然 , 我相信 , 不可思議 。
but i was looking online at amazon . com for other books like this .	但是我剛剛剛剛剛剛剛剛剛剛看到的 。
so we could , and we should , have a discussion about that cartoon .	所以 , 我們應該要做些什麼 , 我們應該要做些事 。
as rocks and mountains die , grains of sand are born .	隨著黑猩猩 , 黑猩猩 , 黑猩猩 。
litter: it's blending into the background of our lives .	克里斯:那是我們所謂的生命 。
he was with one of the mothers waiting for her child to come out of the scan .	他的父母媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽的孩子 。
some people worry that the real goal of family planning is to control populations .	有些人知道 , 大部分人都能在身體裡 。
arthur benjamin: 37 squared , ok .	藝術家:37 , 7 , 7 , 7 。
what is it , the cartoon ? is it really about lemmings ?	到底是什麼 ? 哪裡 ?
and it was fascinating , because they were not stupid people at all .	而事實上 , 因為他們沒有人 , 因為他們沒有人 。
and darwinian evolution is really the core theory .	伊斯蘭斯·伊斯斯特·斯特斯·德德斯·德德斯特特 。
it doesn't necessarily predict a winwin outcome .	它不可思議 。
in 2000 they had particularly interesting questions about racial attitudes .	在2000年 , 大部分的研究顯示了很多問題 。
so when was the last time that you wrote a handwritten note ?	所以 , 當你走進的時候 , 你的臉孔裡會發生什麼事 ?
if you do , be genuine . be honest , upfront .	如果你是好的 , 嗯 , 嗯 , 亞馬遜 , 哈囉 。
this person is likely to have some form of schizophrenia .	這傢伙 , 有些人 , 也是亞歷山 。
she had joined the red brigades and became a leader of the organization .	她有一名名字 , 叫做 「 伊斯蘭人 」 的名字 。
