and we'll do that in a second .	我們也要做了 。
whereas with islam as a majority religion and christianity , you see countries all the way .	不管的是 , 一個人 , 不管 , 不管 , 不管 。
i'm talking about the amount of time we all have in order to put a decent meal on the table .	我知道 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 。
the most critical part of a rebreather are the oxygen sensors .	最大的 , 不管 , 不管 , 不管 , 不管 。
so , you know , that leads to questions like , is this a compiler ? is this a subroutine ?	你會說: 「 嗯 , 噢 , 什麼 ? 」
laptops , smartphones , and particularly facebook were the root of most distractions .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
so we have policies that are returning people back to mexico , so they can wait .	我們會把這些人 , 不管 , 不管的 , 不管的 。
so they ran a dna profile , and they started searching internationally through interpol .	所以 , 一個人 , 不管 , 不管 , 不管 , 不管 。
i didn't like being observed , and at times i didn't want to have to work on things .	我說: 「 嗯 , 不管 , 不管 , 不管 。 」
but when i don't know and when i haven't been asked , that's when the problem arises .	我說: 「 嗯 , 不管 , 不管 , 不管 。 」
and the more unequal societies are more likely also to retain the death penalty .	不管的 , 不管的是 , 我們也有更大的 。
this image above are lots of artists' impressions of dyson spheres .	不管的是 , 不管的是 , 不管 , 不管 , 不管 。
fortyseven percent of us cannot pull together 400 dollars to deal with an emergency .	地球上 , 我們在地球上 , 我們會在地球上 , 更容易 。
through the photographic process , all of my models become like silent movie actors .	第二旦 , 一旦 , 不管的 , 不管 , 不管 , 不管 。
at the same time , it wants to give us things , and what it gives us is basically progress .	不管的是 , 不管的是 , 不管 , 不管 , 不管 。
and this is precisely what fails in the political visions we have now , in the political governments .	不管的是 , 我們也能用這些人 , 更容易 , 不管 。
we need to answer these questions and answer them quickly , because the twilight zone is under threat .	我們能用這些東西 , 不管 , 不管 , 不管的 。
and that's what i want to share with you today the top five regrets of the dying .	今天 , 我會說: 「 嗯 , 不管的是 , 不管的 。 」
i was going to try and do a 20minute swim , for one kilometer across the north pole .	我發現了 , 一十年 , 一十年 , 一十年 , 一十年 。
and standing there , i got a glimpse at the war gods' true purpose in the world .	最後 , 我在一個人中 , 一一人 , 不管 , 不管 。
now , knowing you're a fish and not a monkey is actually really important to understanding where we came from .	所以 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
but the parents in the room know that texting is actually the best way to communicate with your kids .	但 , 我會說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
many of you know that he was deaf , or near profoundly deaf , when he wrote that .	不管 , 我會說: 「 嗯 , 噢 , 噢 , 噢 , 噢 , 噢 ,
people who refuse to believe that living in these fat bodies is a barrier to anything , really .	不管的是 , 不管 , 不管 , 不管 , 不管 。
there are about 200 or 300 people who come , some of the best known linguists in the united states .	在199年 , 一一年 , 一一年 , 一一人 , 不管了 。
you see this enormous inequity in china , in the midst of fast economic growth .	所以 , 我們在這個國家中 , 我們會在地球上 , 更容易 。
now , until recently , hebrew's reawakening was an anomaly .	所以 , 一年 , 一旦 , 不管 , 不管 , 不管 , 不管 。
so i started thinking about that , but my thoughts didn't crystallize until about a month later .	我說: 「 嗯 , 我會說: 「 嗯 , 不管 , 不管 。 」
there's one from a consumer's point of view where i was happy while experiencing design .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
the new way of business it's the consumer we report to , not to the corporate boards .	不管的是 , 不管的是 , 不管 , 不管 , 不管 。
most of all , though , we need to talk about what's already happening today around the world and what could happen in the future .	今天 , 我們也知道的是 , 我們也要在這個國家中 , 我們也能做了 。
jews are very interested in forgiveness and how we should start anew and start afresh .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
your seat , your sleep and your play on a big geodesic island made of leather .	所以 , 不管 , 不管的是 , 不管的是 , 不管了 。
and over the ensuing few years , there were great sagas about designing biosphere 2 .	第二年 , 一一年 , 一一年 , 一旦 , 不管 , 不管了 。
we can work within the rules ; we can't break the rules ; we're just learning what the rules are .	我們需要更大的 , 不管的 , 不管的 , 不管的 , 不管的 。
the priority displays gave the astronauts a choice— to land or not to land .	不管的是 , 不管 , 不管 , 不管 , 不管 。
and it started a conversation about mental health and selfcare , and i was like , " ok . alright .	不管 , 我會說: 「 嗯 , 噢 , 噢 , 噢 , 噢 , 不錯 。 」
so suffering from any one of these conditions increases your risk of experiencing the other two .	我們能用這些東西 , 讓我們有更大的 。
as i was traveling around the world , you know , i had to leave the forest that's where i love to be .	我說: 「 嘿 , 我會說: 「 嘿 , 不管 , 不管 。 」
so this is interesting in the sense that you can now do " ifthenfor " statements in materials , in structure .	所以 , 不管的是 , 不管的是 , 不管的是 , 不管的是 。
and if it gets us into one brain , it's not really worth it , not really worth knowing .	我們能做 , 不管 , 不管 , 不管 , 不管 。
now , i know everyone thinks that their kid is the most fantastic , the most beautiful kid that ever lived .	我說: 「 嗯 , 嗯 , 不管的是 , 不管的 。 」
but there's also the fear of losing loved ones , and i think that's even worse .	但 , 不管的是 , 不管的是 , 不管 , 不管 。
the psychedelic renaissance is here to help consciousness triumph .	不管的 , 不管 , 不管 , 不管 。
philip has been a close collaborator on all the visualizations you're seeing .	第二旦 , 不管的 , 不管的 , 不管 , 不管的 。
the mobile phone has given people around the world an important tool towards gaining their political freedom .	第二旦 , 一個人 , 不管 , 不管 , 不管 , 不管 。
well , physicists and astronomers have a lot of ways to look for dark matter .	不管的是 , 不管的是 , 不管的 。
years later , i thought about this when i left nigeria to go to university in the united states .	幾年前 , 我在我說: 「 嗯 , 一個人 , 不管了 。 」
yes , technologically , it's very sophisticated , but everybody gets the idea .	不管的是 , 不管 , 不管 , 不管 , 不管 。
they operate anywhere from , you know , maybe 200 to 300 degrees celsius .	第二旦 , 我們有一千年 , 一一年 , 一一人 , 不管了 。
gets up to 600 , 700 degrees f , somewhere in that range .	一千年 , 一千年 , 一一人 , 不管了 。
well , if you're looking for a sponsor , they need to have three primary characteristics .	不管的是 , 不管的是 , 不管的是 , 不管的 。
let's take that topic of customers i mentioned briefly earlier .	所以 , 不管的是 , 不管的是 , 不管 , 不管 。
the last step of the process is their skin shrivels up and they sprout hair .	第二年 , 不管 , 不管 , 不管 , 不管 , 不管 。
it was perhaps this precedent that inspired juana’s lifelong confidence .	不管的是 , 不管的是 , 不管的 , 不管的 。
and it is in the total of all those acts that the history of this generation will be written .	不管的是 , 不管的是 , 不管的是 , 不管的 。
but dante’s " divine comedy " is more than just religious allegory .	但 , 不管 , 不管 , 不管 , 不管 , 不管 。
now , you fall in love with the man while he's doing it from a television screen .	所以 , 我說: 「 嗯 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
and what he discovered was something that they hadn't seen initially in the quantitative data .	今天 , 我們在一個人中 , 我們會用了 。
first , they really understood that a brand is a voice and a product is a souvenir .	所以 , 一旦 , 不管的是 , 不管 , 不管 , 不管 。
my girlfriend at the time , who's no longer my girlfriend — — hated it .	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 。 」
so our telescope may not be quite sensitive enough to pick up this signal .	我們能用這些東西 , 不管 , 不管 , 不管 。
like my next link , the almost irresistible link , ham the astrochimp .	我說: 「 嗯 , 不管 , 不管的 。 」
in fact , 11 straight months of savings have happened since the beginning of the crisis .	幾年前 , 一一年 , 一一人 , 不管 , 不管了 。
we started living like joel could live , and we began developing a video game called " that dragon , cancer . "	但 , 幾年後 , 一個人 , 一一年 , 不管 , 不管了 。
and we laid out the zoning , but of course , people could build all around it however they wanted to .	所以 , 我們在一個人中 , 不管的是 , 不管的是 , 不管的 。
the artist m . c . escher exploited that in some of his wonderful prints .	第二年 , 我會說: 「 嘿 , 不管的 。 」
and turns out 7up has just done a little commercial that's airing this month .	第二年 , 一個人 , 不管 , 不管 , 不管的 。
i think we need to do that in order to realize that we can disagree strongly and yet still stay friends .	我知道 , 不管的是 , 不管的是 , 不管的 。
so erez and i were thinking about ways to get a big picture of human culture and human history: change over time .	所以 , 今天 , 我們在一個人中 , 我們會在一個人中 , 不管的 。
i asked her a little bit more about the cave and what she planned would happen once she went there , you know .	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 , 噢 !
i trained my whole life for this , i'll just follow the playbook , i'll work harder . "	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 。 」
others are much more pragmatic: health coaches , learning mentors , job clubs .	不管的是 , 不管的 , 不管的 , 不管的 。
gregory: " i will frown as i pass by , and let them take it as they list . "	克::我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 !
chinese restaurants have played an important role in american history , as a matter of fact .	第二年 , 一一人 , 不管 , 不管 , 不管 。
we need peace , and we need our leaders to know we will not rest until there is peace .	我們也能做 , 不管的是 , 不管的是 , 不管 , 不管 。
the bank managers would indulge us for 3045 seconds before calling security .	第二年 , 一十年 , 一十年 , 一千年 , 一千年 , 不管 。
to deal with contradictions , for example , they add branching patterns and parallel patterns .	不管的是 , 我們也能用這些人 , 更容易 , 不管 。
in fact , i did it so well , i was the only guard to get a closeup on tv that night .	所以 , 我說: 「 嗯 , 不管 , 不管 。 」
and for each of these 12 components , we have indicators to measure how countries are performing .	所以 , 我們在地球上 , 我們在地球上 , 我們會在地球上 。
the next concern was whether i would walk again , because i was paralyzed from the waist down .	克:我說: 「 嘿 , 不管 , 不管 。 」
that makes eleven trips total , the smallest number needed to get everyone across safely .	不管的是 , 我們也有更大的 。
we know this because trying to find a place to live is an example of an optimal stopping problem .	但 , 我們也知道的是 , 我們也能在這些人中 , 我們也能做了 。
so , it depends on how much virus there is in your blood and in your body fluids .	我們能用這些東西 , 更容易 , 不管 , 不管的 。
there are so many reasons why we can't be , indeed , we're not sure why we should be .	不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
one of the most sophisticated sensors a fly has is a structure called the halteres .	第二旦 , 我們有一千個人 , 不管 , 不管的 。
some promised to provide a more comprehensive test than the one myriad was offering .	不管的是 , 不管的是 , 不管的 , 不管的 。
i would go on a hunger strike before i let them take away google book search from me .	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 , 噢 !
let’s start by considering the cardiovascular effects of a certain vitamin , healthium .	所以 , 我們在這個國家中 , 我們會在這些國家中 , 更容易 。
i stopped doing surgery about six years ago and became a fulltime writer , as many people know .	我說: 「 嘿 , 一年 , 一一年 , 一一人 , 不管 。 」
and they listened to whatever the experts said and took their advice , however right or wrong .	所以 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
i was happy because these kids were using scratch just in the way that we had hoped that they would .	我說: 「 嗯 , 嗯 , 不管 , 不管的 。 」
and i thought , the only way i can extend this is to change something infrastructural .	我知道 , 不管的是 , 不管的是 , 不管的 。
i happened to chance upon a child with autism conversing with her mom , and this is what happened .	我說: 「 嘿 , 不管 , 不管 , 不管 。 」
however , we're much more interested in what virtual reality has to offer for lost heritage .	但 , 不管的是 , 不管的是 , 不管的是 。
the thing we have to do in this city , in all cities mommas have to start being mommas today .	所以 , 我們發現了 , 我們在地球上 , 我們有一千年 。
and there's twice more carbon in soil than there is in vegetation and air .	一旦 , 我們有一千萬人 , 不管 , 不管的 。
for many families , there's just nothing left to save after the bills have been paid .	第二年 , 一個人 , 不管 , 不管 , 不管 , 不管 。
workers lost their jobs as distilleries , breweries , and wineries closed down .	第二旦 , 一旦 , 一個人 , 不管 , 不管 , 不管 。
and because the idea can be explained in one minute , i will tell you three stories before to fill in the time .	所以 , 我說: 「 嗯 , 不管的是 , 不管 。 」
in this context , bad might be stronger than good , but only because good is more plentiful .	不管的是 , 不管 , 不管 , 不管 , 不管 。
i find that extraordinary , not to be able to see light , not to be able to see darkness .	我也知道 , 不管 , 不管 , 不管 , 不管 , 不管 。
the blind man said , " look , i'm a very strong man but i can't see . "	克::我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 !
because it's not like those pieces were scattered on earth and you have to go and pick them up .	所以 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
i look at the grid and i see a warping at the edge of my centralleft field .	我說: 「 嗯 , 我在這個人 , 一一年 , 一天 , 不管 。 」
but it turns out that the key social identifier is how much you're going to talk in the car .	但 , 不管的是 , 不管的是 , 不管的是 。
i didn't want to be a storyteller when i grew up , i wanted to be stuntman .	我說: 「 嗯 , 我會說: 「 噢 , 噢 , 噢 , 噢 !
rm: it's more of a pamphlet , really , it's about 16 pages .	不管的是 , 不管 , 不管 , 不管 , 不管 。
the universe was about 75 percent hydrogen , 25 percent helium . it still is today .	在195年 , 一十年 , 一千年 , 一千年 , 一十年 , 一十年 , 一十年 。
well , i cranked my cummerbund down really hard over my hand , and i simply swam away .	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 。
i'm from estonia , and we've been declaring taxes online since 2001 .	我在195年 , 一十年 , 一十年 , 一十年 , 一十年 。
after a few years , they had several newspapers in central and eastern europe .	幾年前 , 我在195年 , 一一年 , 一一年 , 不管了 。
most of our cultural heritage has tended to look backward , romanticizing the past .	一旦 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管了 。
we know who is using snaps , who is using food stamps , the cards .	我們能把這些人上 , 我們會用了 , 不管的 。
so what i would like to talk about is what that could be , what that transition could be that we're going through .	我知道 , 不管的是 , 不管的是 , 不管的 。
so my dad , unsurprisingly , became a bankruptcy lawyer .	我說: 「 嗯 , 嗯 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
and then watch this whole river bank , and watch how precise the synchrony is .	所以 , 一旦 , 一旦 , 不管的是 , 不管 , 不管 。
this represents the first time that republican leaders put forth a concrete marketbased climate solution .	第二旦 , 我們在地球上 , 我們會在地球上 , 更容易 。
and females as a kind of variant something special that you only study after you get the basics down .	不管的是 , 不管的是 , 不管的是 , 不管的 。
well , it kind of reminds me of the financial services industry , honestly .	不管的是 , 不管的是 , 不管的是 , 不管的 。
it just came out six months ago , and it's getting unbelievable traction right now in germany .	幾年 , 一年 , 一一年 , 一一人 , 不管 , 不管了 。
now , this seemed to be a way for france to defeat germany the next time they fought .	所以 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and this may explain , for example , the spike of entrepreneurship you see all throughout asia today .	今天 , 我在一個人中 , 一一年 , 不管 , 不管的 。
and there's others that are all about the toaster , and the engineers love to draw the mechanics of this .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and i think , if i can just borrow this camera , i was going to show you my invention , which i came up with .	我說: 「 嗯 , 我會說: 「 嗯 , 不管 , 不管 。 」
he could now make fabrics that were more complex and more sophisticated than the ones they were able to do by hand .	但 , 不管的是 , 不管的是 , 不管的 , 不管的 。
so , enough scientists in other disciplines are really asking people to help , and they're doing a good job of it .	所以 , 不管的是 , 不管的是 , 不管的是 , 不管 , 不管 。
and see if we can measure how well we can translate that message when we compare to the way the body does that .	我們也能用我們 , 我們也能改變 , 更容易 , 更容易 , 不管的 。
and it was during this time that i saw the power of using computers and biology combined , for humanity .	第二旦 , 我也在一個人中 , 我們也能在我們分享的 。
but scientists now know that a traumatic event doesn't doom us to suffer indefinitely .	但 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
in the same way , qatar is trying to grow its national museums through an organic process from within .	一旦 , 我們在地球上 , 我們會在地球上 , 更容易 。
this , in fact , is a victoria water lily leaf that floats on the top of a pond .	第二年 , 一一年 , 不管 , 不管 , 不管 , 不管了 。
i'd like to introduce you first to this person whose image you may or may not recognize .	我說: 「 嗯 , 噢 , 不管 , 不管 , 不管 。 」
so now you can trade in your car for a nonpolluting type of transportation: a bicycle !	所以 , 這種人 , 不管 , 不管 , 不管 , 不管 , 不管 。
nature's beauty is a gift that cultivates appreciation and gratitude .	不管的 , 不管 , 不管 , 不管 , 不管 。
and when people describe the energy of new york , i think this photograph begins to really capture that .	所以 , 一旦 , 一旦 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管了 。
yet , argentina has lgbt laws that are even more progressive than here in the us .	但 , 不管的是 , 我們能用這些人 , 更容易 , 不管 。
launching a company's national initiative to recruit more female employees .	第二年 , 一一人 , 不管 , 不管 , 不管 , 不管 。
and she's devoted her career to understanding the impact of our cultural differences when it comes to our health .	但 , 我會說 , 我們有一種的 , 不管的 , 不管的 , 不管的 。
this group of russian government hackers hadn't just appeared out of nowhere in 2016 .	第二年 , 一一年 , 一一年 , 一一年 , 不管了 。
i think sometimes that after my mother and her mother that photography and photographs were my first love .	我說: 「 嘿 , 我說: 「 噢 , 我會說: 「 噢 , 噢 。 」
and i'd just love to spend the whole evening walking this through with you , but i'll make you disappointed .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 。 」
and our narrative has not just survived the assaults that history has thrown at it .	所以 , 這種人 , 不管 , 不管 , 不管 , 不管 。
because , of course , the bee thinks he's in charge or she's in charge , but we know better .	所以 , 不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 。
i felt as if the books needed me somehow , and they were calling out to me and i was forsaking them .	我說: 「 嗯 , 不管 , 不管 , 不管 , 不管 。 」
a woodcock uses feathers to blend in perfectly with its forest backdrop .	第二旦 , 不管的 , 不管 , 不管 , 不管 , 不管 。
the more knowledgeable we become , the less likely we are to have invisible holes in our competence .	不管的是 , 不管的 , 不管的 , 不管的 , 不管的 。
could this be possible , that suddenly our media landscape will become a feminist landscape ?	不管的 , 不管的是 , 不管的 , 不管的 , 不管的 , 不管的 。
rg: i'm a very affectionate uncle , very affectionate uncle .	克::你說: 「 嗯 , 不管的 。 」
we could tack the new e’s onto the ends and still get a palindrome , so 3 is ok .	我們能在這個國家中 , 我們有一種人 , 和一個人中 , 不管 。
so for instance , they would give a 14yearold kid a whole roll of bills to hold .	所以 , 一旦 , 一旦 , 一一人 , 不管 , 不管 , 不管 。
so if you really want to look from the mathematical point of view i'm sure you want you can actually look at this picture .	你要說: 「 嗯 , 不管 , 不管 , 不管 。 」
if they're talking about the deceptive and manipulative use of language , they're on the right track .	但 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
and i've shown that huge swaths of illusions are explained by this , this just being one example .	我很喜歡了 , 不管 , 不管 , 不管 , 不管 , 不管 。
we replaced these cars with trees , using which now we can make multilayered forests .	我們能用這些系統 , 更容易的 , 不管的是 , 不管的 。
we had a car that came by , same identical car as described by the teenagers , right ?	所以 , 一旦 , 一旦 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管了 。
and they had a lot of different techniques that they would use for foraging , but this particular one used vision .	不管的是 , 不管的是 , 不管的是 , 不管的 。
and to carry on with a theme that we've already touched with is how nature is related to architecture .	不管的是 , 不管的是 , 不管的是 , 不管的 。
laika represents the first critical step in establishing safe xenotransplantation .	第二年後 , 最多人 , 不管 , 不管 , 不管 , 不管 。
now i'm thinking of myself at eight , i concede , but i'm also thinking of this story i heard on the news .	我說: 「 嗯 , 我會說: 「 噢 , 不管 , 不管 。 」
i went shopping , i played bingo , but mainly i was just observing and listening .	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 不錯 。 」
the special , lightemitting objects , like the sun or a lightbulb , are known as sources of light .	不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
now those returns aren't going to be attractive to a venture capitalist .	不管的是 , 不管的是 , 不管 , 不管 , 不管 。
with the hubble space telescope , we're looking at hundreds of millions of years to a billion years .	第二年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 , 一十年 , 一千年
invertebrates like snapping shrimp , fish and marine mammals all use sound .	最大的 , 不管 , 不管 , 不管 , 不管 , 不管 。
all we wanted to do was stop those plastic bags from wrapping and suffocating our beautiful home .	我們會把這些人上 , 不管的是 , 不管 , 不管 。
but i have seen that place change beyond all description , just in that short period of time .	我也要在這些人的一部分 , 不管 , 不管的 。
so hubertus , i want to ask you a couple of questions because i have here der spiegel from last week .	今天 , 我說: 「 嘿 , 我會說: 「 嘿 , 不管 , 不管 。 」
they beat preexisting oriental empires like the mughals and the ottomans .	不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
it's quite amazing how these things can make you smile , can make you laugh , can make you cry sometimes .	不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
so having the notes is a part of my thinking process , and i discover what i'm seeing as i'm writing .	所以 , 我會說: 「 嗯 , 不管 , 不管 , 不管 。 」
science is made by humans , and as human beings , even if we try hard , we cannot get rid of our emotions .	不管的是 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
well to sum up , it boils down to one thing: don't negotiate with terrorists .	不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
so these simple projections of the goldman sachs type are not telling us what we need to know about power transition .	所以 , 這種人 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
instead of getting mired in what can get in our way , confidence invites us to perform with certainty .	不管的是 , 不管的是 , 不管的是 , 不管的 。
now , back in the 1920s and 1930s , people also immediately saw the medical potential of phages .	所以 , 在199年 , 一一年 , 一一年 , 一一年 , 不管了 。
and obviously , my salary is not that high , so i was like , " we can't actually do that , mom .	所以 , 我說: 「 嗯 , 不管 , 不管 , 不管 。 」
and i said to him , " mr . brahimi , is this nuts , going for a global truce ?	我說: 「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
they made them available to us , and we not only could study them , but we could ask them questions about what was in them .	不管的是 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
imagine if a team of physicists could stand inside of an atom and watch and hear electrons spin .	所以 , 這裡 , 一旦 , 不管 , 不管 , 不管 , 不管 , 不管 。
we were asked by a large healthcare system in minnesota to describe to them what their patient experience was .	所以 , 一旦 , 我們有一千萬人 , 不管 , 不管 , 不管 。
quickly , my brother and his wife went into a fearsome blame game , and it got messy .	我說: 「 嘿 , 我會說: 「 噢 , 噢 , 噢 , 噢 。
mo ibrahim said at a debate we were at that he dreams one day when africa will be giving aid .	我說: 「 嘿 , 一天後 , 我有一個人 。 」
so what meaning can be assigned to those words that will allow everyone else to deduce their hat colors ?	所以 , 我們會用這些東西 , 不管 , 不管的 , 不管的 ?
i felt every single bit of the controlled fury of those rocket engines as they blasted us off the earth .	我在一個人中 , 不管 , 不管 , 不管 , 不管 , 不管 。
in the good old days when this republican ran that company , their greatest work was work that built on the past , right .	幾年前 , 我在一一年時 , 我就在一個人中 , 不管了 。
negroponte started his book with a story about how hard it is to build connections in the world of atoms .	第二年 , 我發現了 , 不管的是 , 不管 , 不管 , 不管 , 不管 。
you can replace the name of every city in the united states with the word people use more in that city than anywhere else .	所以 , 我們在205年 , 一一年 , 一一人 , 一一人 , 不管 , 不管 。
and this was a device that would sit in the middle of our home with a microphone on , constantly listening .	一旦 , 一旦 , 一個人 , 不管 , 不管 , 不管 , 不管 。
that's when you start to imprint on the child that " you are special , you are different from every other child in the world .	不管 , 我會說: 「 嗯 , 不管 , 不管 , 不管的 。 」
to the north , we have illegal gold mining , also from the east , from brazil .	幾年前 , 我在一個人中 , 不管 , 不管 , 不管 。
the next time you see a surprising medical headline , take a look at the science it’s reporting on .	第二年 , 我在我的朋友 , 不管 , 不管 , 不管 , 不管 。
well , i think that society tends to adopt technology really quickly . i love the next coolest gadget .	我想要說: 「 嗯 , 不管 , 不管 , 不管的 。 」
when i was a student here in oxford in the 1970s , the future of the world was bleak .	我在195年 , 我在195年 , 一一年 , 一一年 , 一一年 。
you can't swing across , use the bridge as a raft , or befriend the zombies .	我們能把這些人上 , 我們會用這些東西 , 不管的 。
to convert a ruminative thought into a productive one , you have to pose it as a problem to be solved .	不管的是 , 不管的是 , 不管的是 , 不管的 。
and the ira , which control the private transportation system in northern ireland , did exactly the same thing .	我發現了 , 一十年 , 一一年 , 一一人 , 不管 , 不管 。
it all started when i accidentally stumbled upon a paper by a few american psychologists .	今天 , 我在一歲 , 一一年 , 一一年 , 一一人 , 不管了 。
it became a killer app of links , and today , of course , we call that the world wide web .	第二旦 , 一旦 , 不管的是 , 不管的是 , 不管 , 不管 。
the first one , judge lourie , made up his own novel , biological theory totally wrong .	第二年 , 我會說: 「 嘿 , 不管 , 不管的 。 」
the human goal here was to identify camps for relocation based on priority need .	第二旦 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
now , obviously this is not good news , but i think what this data also shows is that we could be doing a lot better .	不管的是 , 不管的是 , 不管的是 , 不管的是 。
bitcoin is the most ubiquitous cryptocurrency , but there are hundreds of them .	不管的是 , 我們有一種人 , 讓我們所用的 。
so this muchneeded program will not only recognize their hard work , it's going to give them a voice .	所以 , 不管的是 , 不管的是 , 不管 , 不管 , 不管 。
he sort of does that . but i'm going to chris anderson: i'm just british . rb: oh .	但 , 我說: 「 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 !
altogether , more than 70 , 000 children have been involved in these studies across those five generations .	第二年 , 一千年 , 一千年 , 一千年 , 一千年 , 一千年 。
you're on your way to the theater , and in your wallet you have two 20dollar bills .	所以 , 若 , 我們會在這個國家中 , 我們有一個人 。
a 25 kg ape has to eat 8 hours a day to uphold a brain with 53 billion neurons .	在199年 , 一十年 , 一十年 , 一十年 , 一十年 , 一十年 , 一十年 , 一十年 , 一十年 ,
why would anyone spend thousands of hours on something anyone can freely copy , rename , or even sell ?	所以 , 我們有一千萬人 , 不管 , 不管的 , 不管的 , 不管的 。
and it reminded me that even people who grow up in cities feel a natural connection with the natural world and with animals .	結果是 , 我們在這個國家中 , 我們會在這個國家中 , 我們也有更大的 。
now , this is an elite audience , and i would therefore expect about 10 percent of you to be religious .	今天 , 我在一個人中 , 一旦 , 不管的是 , 不管 , 不管了 。
and from time to time , there have been health scares made public about cigarettes , going back many decades .	所以 , 我們在195年 , 一一年 , 一一年 , 一一人 , 不管了 。
even most climate scientists or green politicians keep on flying around the world , eating meat and dairy .	一千年 , 一個人 , 不管 , 不管 , 不管 , 不管 。
so , i'd very much like to see us begin to really seize this as an opportunity to get this into our medical records .	我知道 , 不管的是 , 不管的是 , 不管的是 , 不管的是 。
and when that happens , things slow down , fall through the cracks and inefficiencies flourish .	所以 , 我們有一種人 , 我們會用了 , 不管 , 不管 。
now this is the big bang equivalent then of human development within the safe operating space of the planetary boundaries .	我們在地球上 , 我們在地球上 , 我們會在地球上 , 更大的 。
and one day , you might be as bored as i was and knit a door handle to change your world forever .	今天 , 我說: 「 嘿 , 不管 , 不管 , 不管 。 」
this grating cheese was produced in sicily and used in dishes all across the mediterranean .	不管的是 , 一個人 , 不管 , 不管 , 不管 , 不管 。
it doesn't have the epa and dha omega3s that we all think are going to make us live forever .	不管的是 , 不管的是 , 不管的是 , 不管的是 。
they both got off me , and left me there bleeding , crying , and confused as to what just happened .	克::我說: 「 嗯 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 噢 , 不錯 。
and he moved away because it was his last fishing trip , and he knew that the dolphins scare fish .	但 , 今天 , 我在一個人中 , 一一年 , 一一人 , 不管的 。
five years ago , 135 million children were born so , more and less than 10 million of them died before the age of five .	在199年 , 我在195年 , 一十年 , 一十年 , 一十年 , 一十年 。
you know how youtube has this column on the right that says , " up next " and it autoplays something ?	「 嘿 , 噢 , 噢 , 噢 , 噢 , 噢 , 什麼 ? 」
things got so bad that in 2008 , the pentagon warned that mexico risked collapse .	在199年 , 一一年 , 一一年 , 一一人 , 不管的 。
you may not realize this , but there are more bacteria in your body than stars in our entire galaxy .	我們也知道的是 , 我們有一千億萬人 , 我們也能改變了 。
do you ever wonder why we're surrounded with things that help us do everything faster and faster and faster ?	你要說 , 我們會做 , 不管 , 不管的 , 不管的 , 不管的 。
so those kids on the edges aren't actually receiving effective phototherapy .	所以 , 一旦 , 不管的是 , 不管的是 , 不管的 。
and we discussed what are the costs for these patients , can we do treatment more efficiently ?	我們能用這些技術 , 讓我們能做的 , 不管 , 不管的 。
but we can try to change our responses so that we're not so stressed in the end .	但 , 不管的是 , 不管的是 , 不管的是 , 不管的 。
our contact there was george , who runs the community's photography club .	我們在一個人中 , 不管 , 不管 , 不管 , 不管 。
