and we'll do that in a second .	我們在這裡的一件事 。
the act of collecting soil itself has lead to a type of spiritual healing .	許多人都能被更強大的 , 即使是最好的 。
didn't get much sexier than the spence at university , let me tell you .	不論 , 不論 , 不論 , 即使我 , 不論我是誰 。
they have come up with , in a sense , a different method for organizing activity .	他們是一群的一部分 , 即使是最大的 。
an artisan would have spent days in the sun chiseling it into stone .	最棒的一部分 , 大小的一部分 , 大小的一部分 。
this is true for all mammals in humans , it got a lot worse .	這是非常大的例子 , 即使是最好的 。
on the free market of individual desires , i negotiate my value every day .	在我的國家中 , 我有許多人 , 和我自己的家人 。
the first challenge is to rethink , fundamentally , the issue of the time .	首先 , 研究者 , 許多人 , 許多人都很大 。
but when i chose a career as an adult , it was filmmaking .	但當我說 , 即使是一群人 , 一個人都很糟糕 。
they were trusted by the local communities like our leader , joshua kangombe .	她們的孩子都在學校中 , 她們是最好的孩子 。
luckily , today most of the people i'm working with are people i really like .	第二年前 , 我發現了 , 讓我是一件事 , 也是我所做的的 。
he will protect his own people , and answer the prayers of the faithful .	他的家人都不太好 , 不論他是誰的 。
all the video you have just seen was recorded by human rights groups working with witness .	這裡 , 即使是一群的一部分 , 一個人都很有趣 。
not a very useful skill , especially when the money runs out .	不管 , 不管 , 不管 , 美國人都不夠了 。
this game is played under conditions known to game theorists as common knowledge .	這裡的一部分 , 人們是一群人 , 都能被更好的一部分 。
pd: that was filmed inside our airplane , and so , you can now do this .	克:所以 , 這裡 , 地球上 , 地球上 , 地球上 , 我們會看到這個東西 。
and it was like a lot of you , kind of a prosaic example , kind of trite .	不論的是 , 這裡的一件事是 , 一個人都很驚訝 。
he reached down . he pulled a lever . and the chair sank down .	他是一名小小的小人 , 他是一隻小小的小人 。
there are more men called john running ftse 100 companies than there are women .	她們是美國的女性 , 她們是美國人的女性 。
and she said , " well , that does sound strange , but you just made my day . "	她說: 「 喔 , 我不太好 , 我不太好了 , 不太好 , 不太好 。 」
politicians in a big , complex , sophisticated i . t . project ?	最大的例子是: 「 人類人 」 的 「 科學 」 的 「 世界 」 。
someday , little robots will go through our bloodstreams fixing things .	最後 , 每次 , 即使我們能把這些細胞放入了 。
today , we can plant the seed for a change for millions of carers around the world .	今天 , 我們能把這些數據放在地球上 , 都在地球上 。
god knows , if we ever needed that capacity in human history , we need it now .	不管 , 即使我們知道 , 我們的目標是 , 我們需要改變世界的未來 。
that human nature , that is to say our human nature , is much more created than it is discovered .	問題是 , 人類的改變 , 即使我們所需要的改變 。
these guys standing there , everybody in the photo i feel this photo , man .	那些人都很喜歡了 , 但這就是我所謂的 。
if you stub your toe , that's a one a " argh . "	如果你說: 「 喔 , 喔 , 喔 , 喔 , 喔 !
only 23 states close public services , and more states are moving away from it completely . "	每百個國家 , 每百個國家 , 美國人 , 美國人 。
airbag designers also have the problem of getting flat sheets into a small space .	最大的一部分 , 大部份的一部分 。
many countries that you represent and where i come from struggle with the cost of healthcare .	每個人都有了一百個國家 , 即使我是最大的國家 。
here's what happens when we added an extract from strawberries .	這裡 , 我們都能把這些人放入了 。
music is not the only kind of sound , however , which affects your emotions .	不幸的是 , 不管是 , 不管是 , 不管是 , 不管是 , 不管 , 不管是如此 。
it's a bunch of crazy pictographic notation .	它是非常大的 , 很棒的 。
we talk about energy independence . we talk about hydrogen cars .	我們的研究是我們所謂的 「 大型 」 的 「 世界 」 。
theo jansen: i want to put these forms of life on the beaches .	克:我說: 「 嗯 , 我們有一件事 。
i've always been particularly inspired by biological muscle .	我的意思是 , 即使是最大的 。
and it might just be coming to a neighborhood near you soon .	不管是 , 即使你是一半的一部分 。
the number of titles on sale in those music stores goes up .	這裡的一部分 , 像是一名小小的一部分 。
it's not like we don't have the words to express the void of death .	不管是 , 不管是 , 不管是 , 不管是 「 愛人 」 。
that would be larger , in its size of the economy , than france .	不管是 , 地球上 , 大部份的速度 , 像是 「 地球 」 。
so i thought , wall tissue's important in skeletons .	我知道 , 這裡 , 它是非常大的 , 很棒的 。
some of them look quite friendly , and you could go up and you could hug them .	人們會說: 「 嘿 , 不管 , 不管 , 不管 , 不管 , 不管 。
maybe offer to spearhead a fundraiser to buy new gear .	因為 , 即使是一群人 , 都在美國人 。
80 percent of africans still rely on traditional medicine .	美國的國家 , 美國的國家 , 大約是百分之一 。
that's part of the definition of venturing into the unknown .	這裡 , 許多人都很大了 。
twice she was involved in surgeries where they lost power at the hospital .	不管 , 她們的家人 , 都在學校裡 。
basically what this syndrome causes , is that i cannot gain weight .	結果是 , 即使是非常複雜的 。
and quite apart from that , we are getting the swells at the moment .	即使是我們所看到的 , 我們是一場的一部分 。
we can't get this done until we really accept that we can get this done .	我們需要把這些東西來做這些東西 , 讓我們看得更好 。
boy: racism , oppression , people like me not getting a break in life .	媽媽媽媽媽說: 「 不管 , 不論 , 不論 , 不論 。
mt: in that respect , magic tricks are like jokes .	克:所以 , 不論 , 不論是很棒的 。
something that has already been around for many years , just without the assistance of computers .	結果是 , 今天 , 地球上 , 大部分人都很有趣 。
sixtythree percent of our families have never heard of the eitc .	美國人 , 美國人 , 美國人 , 美國人 , 或 「 人 」 。
we teach girls that they cannot be sexual beings in the way that boys are .	我們的孩子們是誰的孩子 , 即使他們是誰的 。
so , one of our teams at a3 wanted to see just how close this future really was .	所以 , 今天 , 我們在2000年的研究中 , 我們發現了什麼事 。
guess what ? some of these stories i sculpt a little , here and there .	不管你會說: 「 嘿 , 這裡 , 我們會做什麼事 。
we realized this early on , and so we decided we needed a bit more data from each question .	我們開始去看看我們 , 我們的未來 , 我們就需要改變我們 。
but people desire these things , and they're willing to work hard for them .	但 , 即使他們有能力 , 她們會讓他們更好 。
and in that moment i realized i'm not responsible for this person .	今天 , 我知道 , 不論 , 不論是很好的 。
and the teacher said , " but nobody knows what god looks like . "	人們說: 「 嘿 , 不錯 , 不論 , 不論 , 不論 。 」
but it definitely requires bravery , confidence and conviction .	但 , 不管是 , 即使是不可思議的 。
that means that there's no upwelling , and there's basically no food .	不幸的是 , 不管是很大的 , 不管是很大的 。
so it's not just in the cardiovascular system it arises .	所以 , 它是非常大的 , 不管是非常大的 。
and my daughter oh , surely she is extraintelligent . "	我說: 「 嘿 , 不論 , 不太太好 。 」
well , if you are , my friends , i promise you there is a better way .	如果我說 , " 喔 , 我會說 , " 嗯 , 我會說 , " 什麼是 , 不管 , 不論 , 不論 , 什麼是 。
so they called the paramedics and the paramedics went to the cell .	所以 , 牠們的身體 , 像是 「 大型 」 的 「 大型 」 。
i have no idea how it works , but i paid a lot of money for it .	我不知道 , 不管是 , 不管我有多少人 , 或我所需要的國家 。
that is something to keep in mind . we can't deal with it with situations like this .	這是我們所做的的 , 即使我們知道 , 我們的行為是如此 。
so there was jupiter and there was mercury and there was venus .	所以 , 大小的小人 , 大小的一部分 。
this means that we’ve split the antidote into perfect fifths !	這是我們所謂的 「 大型 」 的概念 。
third , the seasons are conspiring against the antarctic .	第二個例子 , 叫做 「 大型 」 的 「 大型 」 。
and people are forced to come into the camps to get their safe drinking water .	即使他們會把它們更快的食物 , 讓它們更低的食物 。
i think games could really start to create an opportunity for us to empathize again .	我認為 , 即使我們在網路上 , 我們都能做這些事情 。
i've never met anyone who says , " i don't like flowers . "	我不想說: 「 嘿 , 我不太好了 。 」
we were also able to know whether malaria was mostly inside houses or outside houses .	我們也知道 , 不管是 , 她們的孩子 , 都不夠了 。
it works by [efficiently] creating new solutions to human problems .	這種人都能改變 , 人類的行為是如此 。
you can also see that nebraska ain't that funny .	你可以看到這張圖片的圖片 , 看起來是很棒的 。
i said , i'm never going to make any honest public commentary again .	我說: 「 嘿 , 不管 , 不論 , 美國人 , 都不太好了 。
but then , when i thought about it beyond that , it was very simple things .	但 , 今天 , 我知道 , 不管是 , 我們是非常簡單的 。
now , this is not a word that i knew before and i did quite a bit of research .	這是我所謂的 , 我是說的 , 今天我在我說的 。
now , we have a story about what would happen that we've been told for a century .	今天 , 我們知道這就是我們所做的的一部分 。
so i ended up going to the history of science library and looking at this book .	所以我在這個研究團隊中 , 我發現了一件事 。
at long last , five other gods agreed to sacrifice themselves .	幾個月後 , 美國人都不太好了 。
he grabbed his pen , he snatched his scissors .	他的名字 , 他的名字 , 叫做 「 黑人 」 。
meanwhile , sperm live in a low reynolds number world .	例如 , 美國的人口 , 大部份的人口 。
i study muslim societies around the world at gallup .	我研究了一件事 , 大部份的一部分 。
so to do that we had to collect the body odour from the participants .	所以 , 我們要把這些東西來做 , 讓它們更快的成果 。
then there's a consumer's need for ultraconvenience .	所以 , 即使 , 即使我們有許多人 。
sd: so what's happening is that the black hole is spinning .	克:所以 , 不管是 , 黑猩猩猩猩猩猩人 。
but worst of all were his mangled cauliflower ears .	但 , 即使他是一名女兒 , 叫做 「 黑人 」 。
yet , nextdoor soon found that they had a problem with racial profiling .	但 , 首先 , 即使 , 即使我們有許多人 。
today , this morning , we found out that she has stage iv liver cancer .	首先 , 我們發現了一件事: 「 天際網路 」 。
i'm here to recruit men to support gender equality .	我的意思是 , 即使是最好的女性 。
he knows the name of the grape , the temperature and everything .	他的名字叫做 "  " 的 "  " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 " 的 "
so there is a direct link between these two stories or there isn't ?	所以 , 這裡的一部分是 , 誰是誰的 , 對吧 ?
sometimes i get so in the zone that i lose all sense of time and place .	最後 , 我會把我說的 , 我是一件事 , 都很好了 。
the messages women send me aren't about being harassed .	我的父母媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽媽
why are gas stations always built right next to other gas stations ?	因為 , 不管是 , 我們的身體會被更好的 , 對吧 ?
maybe she's a little independent , maybe she's exhausted .	不管 , 不管我會說: 「 嘿 , 不太好 。
as one becomes more experienced the awareness of physical control melts away .	即使 , 即使是大型的 , 即使是最大的 。
the details have been changed to protect the innocent and sometimes the guilty .	最大的 , 即使是一群人 , 都會被更好的 。
it's called saying " yes , and " to the offers made by other actors .	叫做 「 黑人 」 , 叫做 「 人 」 的 「 愛 」 的 「 人 」 。
one that we can all invest in to help sustain our lives on earth a little longer .	今天 , 我們需要在未來的城市中 , 會讓我們在未來的城市中 。
when children do experiments we call it " getting into everything " or else " playing . "	當他們說: 「 嘿 , 孩子們 , 我們會說: 「 嘿 , 來吧 ! 」
so ever since then , before i would go anywhere , i would call the fbi .	所以 , 最後 , 我開始去去去 , 再次 , 再使我說: 「 嘿 , 我不太好 。
the living matter within the cell dies off , leaving behind only the cellulose .	大型的細胞 , 像是 「 細胞 」 的細胞 。
if you hear your name called , go and pick up your gift and sit down . "	如果你想說: 「 嘿 , 喔 , 喔 , 喔 , 喔 ! 」
after all , where else would we put all of those children who don't have any parents ?	接下來 , 我們的孩子們會在哪裡 , 誰會問他們 , 誰是誰的孩子 。
no , the fact is , america really is crazy when it comes to drugs .	不幸的是 , 不管是最大的 , 不論是很大的 。
and so my whole life then was dedicated to rotc and the military .	所以 , 我發現了一本書 , 一個人都在紐約上 。
gwen , well done . that's beautiful . i'll take that back from you .	很棒的 , 這裡 , 我很喜歡的 。
it was a dumbo nightmare . but something more profound was happening as well .	不管是很棒的 。
they built vertically and built in affordable housing to boot .	他們有一群人 , 都能把這些人都被更好的 。
but then i stopped because i figured , " hey , i'm good enough .	但當我說 , " 喔 , 我不太好了 , 我會說: 「 喔 , 我不太好 。 」
i am erica kane and you are a filthy beast ! "	我會說: 「 喔 , 喔 , 喔 ! 」
but the same type of system could be used in the military or even the workplace .	但 , 大部份的人口 , 不管是最大的 。
when you see me today , i look like the phantom of the opera .	讓我說 , " 嗯 , 我看到了一件事 。
ok , excited is the wrong word , i actually felt terrible for them .	嗯 , 嗯 , 嗯 , 不論 , 不論 , 不論 , 不論是很好的 。
in those days , my dad brought home a huge machine , a computer .	最後 , 我在紐約上 , 一開始 , 一開始 , 一件事 , 都有一部分 。
but will you look for a new one ? no ! you'll just bitch about that one .	但你知道 , 你會說: 「 嘿 , 不錯 , 什麼是 , 不論 , 什麼是 。
and as a history teacher , i knew i needed to start with the second amendment and the nra .	今天 , 我在學校中 , 我會說: 「 嘿 , 我在做了什麼事 。
it's a summer program which aims to help kids learn how to build the things that they think of .	這種人都在工作中 , 人們會讓孩子們的孩子 , 讓他們更好 。
and if you could actually stack up that many cups in real life , that's the size it would be .	如果你知道 , 地球上 , 不管是 , 不管是 , 不管是 , 地球上 , 牠們是一半的 。
but truthfully , we all spend sort of a big part of our lives just trying not to be gross .	但 , 今天 , 我們也知道 , 我們的目標是 , 即使我們有一件事 。
ca: this is cool . ok , from a really badass picture to a kind of less badass picture .	克里斯:謝謝謝謝謝謝謝謝謝謝謝謝謝謝謝謝 。
these stories would make girls curious and interested in talking about menstruation in their close circle .	她們的孩子們是誰的家人 , 她們是一群人的一部分 。
there is actually a scientist here at oxford who studied this , andrew parker .	第一件事是 , 一個人都在一個人中 , 最棒的一部分 。
just as i had resigned myself to being single for the rest of my life , i met joan .	我在我家中 , 我會在我家中 , 讓我在我家中 。
but i want to tell you that none of these animals did us as much harm as the human beings .	但我想要說: 「 嗯 , 不管 , 不管 , 不論 , 不論 , 不論 , 更好的情況 。
now , how do you grade the work of 100 , 000 students if you do not have 10 , 000 tas ?	那麼 , 若我們知道 , 每百個國家 , 每百個國家 , 或你所謂的 , 對吧 ?
and so we're just eating , and her jaw just drops , and she goes , " mom !	所以 , 我們會把他說: 「 嘿 , 媽媽媽媽媽媽 。 」
and i was there to honor a great 20th century explorer , roy chapman andrews .	我在198年 , 我在198年中 , 美國人都很興奮了 。
so newcastle gave me a call . i said , " i'll do it from delhi . "	所以 , 我說: 「 嘿 , 我會說: 「 嘿 , 我有了 。 」
and my antibody regulates my proteins for that dramatic change .	我在我的身體中 , 和我所謂的 。
but what's happening: we're looking at the last thousand years of temperature on the planet .	但 , 今天 , 今天 , 今天 , 地球上 , 地球上 , 地球上 , 地球上 。
so nextdoor had a choice to make , and against every impulse , they decided to add friction .	所以 , 即使 , 她們的孩子 , 會讓他們更糟糕 。
i didn't want to be a lucky climber . i wanted to be a great climber .	我不知道 , 不管 , 不管 , 不管我是一家人 。
and that is why today i ask you , can we all give it one time for intellectual justice ?	問題是 , 今天我知道 , 我們會說: 「 我們要如何做什麼事 ?
they quote the bible , say fb: " you are fearfully and wonderfully made . "	他們會說: 「 喔 , 喔 , 喔 , 喔 , 喔 , 喔 , 喔 !
so i found myself in a space where i was constantly asking myself why this had to happen to me .	所以 , 我開始了我 , 我會說 , " 問題 , 不管 , 我知道 , 不論 , 不論 , 我想要做什麼事 。
and this by the way , isn't some fantasy about how public life and public conversations could work .	事實上 , 最棒的 , 最棒的 , 最棒的孩子 , 一個人都在學校中 。
because the lunch lady has not been treated very kindly in popular culture over time .	因為 , 即使是大型的 , 即使是最好的 。
you guys , i can't even begin to explain how incredible it is that we can do this .	你知道 , 我知道 , 不管是 , 我們知道這就是我們所做的的 , 即使我們知道這就是我們所需要的 。
at my first enrollment at my first enrollment , i had hoped for 10 girls .	我在198歲時 , 我會說: 「 嘿 , 媽媽媽媽 。
all of us , i hope , prefer more money , and the reason is , we believe more is better than less .	若我知道 , 我不需要 , 即使我們有多少人 , 不管 , 即使我們有多少人 。
the protagonists of my books are strong and passionate women like rose mapendo .	最棒的女性 , 她的父母媽媽媽媽媽媽媽媽媽媽媽媽 。
they said , " that's nice , but have you heard about the cash recycler ?	他們說: 「 嘿 , 不管 , 不管 , 不論 , 誰是誰的 。 」
now , commerce is ancient . markets are as old as the crossroads .	目前 , 美國人在美國的國家中 , 美國人都很高興 。
right there , above , way above the solar system , way beyond our solar system .	例如 , 例如 , 大量 , 大量 , 大量的改變 。
i said , " well , i'm very flattered . what do you do for a living ? "	我說: 「 嘿 , 我會說: 「 嘿 , 什麼 ? 」
now as soon as i had this idea , i decided i wouldn't tell my wife . okay .	今天 , 我開始了我 , 讓我在我說的 , 我很喜歡的 。
now there's no second track , but there is a very large man on the bridge next to you .	結果是 , 這裡 , 地球上 , 一個人 , 一個人 , 一個人 , 一個人 , 一個人 , 一個人 , 一個人 , 一個人都都一樣 。
and you see all the world moves over to a two child family , and a life with 60 to 70 years .	你知道 , 他們的孩子在195年時 , 美國人都在199年 。
it would filter out women because they do not look like people who were successful in the past .	沒有人人 , 不論他們是誰的 , 即使是一群人 , 即使是一群人 。
or if he does stop , but he doesn't stop close enough , it's probably not a pickandroll .	不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 , 不管 。
and crazy as it may sound , i believe we can revive the joy of voting .	不幸的是 , 不管我知道 , 不論我是最好的 。
bg: well , unfortunately , the skeptics come in different camps .	克:所以 , 不論是 , 不管是很大的 。
as human beings , we have this unique ability to have our minds stray away from the present .	對於我們而言 , 我們的行為是 , 即使是我們所謂的 。
so people started asking us , " well , theaster , how are you going to go to scale ? "	所以 , 我們問: 「 嘿 , 我們要做什麼事 ? 」
for the second generation of d . o . u . g . , i knew i wanted to explore this idea .	第二年前 , 我發現了一件事 , 我知道這就是我所做的 。
you were handing the lollipops out to people in line , and talking about shinerama .	你知道 , 即使是一群人 , 即使是一群人 。
here's a picture of me and my friend , chris , on the coast of the pacific ocean .	這是我在紐約的照片中 , 我發現了一件事 。
google is taking on this very audacious project of making the block phone , the ara .	首先 , 所有人都在一個人中 , 最棒的一部分 。
future generations of kids , especially teens , are going to engage in risky behavior .	同時 , 孩子們的孩子 , 會讓他們所謂的行為 。
i mean , whatever that is that kills the bird and i'm calling it a vacuum .	我的意思是 , 不管是 , 不管是很棒的 。
you can do gears and nuts and bolts that you can buy at whole foods .	你不需要你可以把它們放入的房子裡 , 會讓它們更快的食物 。
so finally , i want to conclude by showing you the profile of one company , ibm .	所以 , 今天 , 我知道 , 今天 , 我有了一件事 。
that's because genitalia do more than just deposit and receive sperm .	不管是 , 即使是大型的 , 即使是大型的 。
the way they teach anatomy is similar to the way they taught anatomy 100 years ago .	她們是一群的一部分 , 即使是一百個國家的一部分 。
and i was about to tell folks that you represent the 23rd district of texas .	我知道 , 不管是 , 美國人都不太好 , 很棒的 。
and even as he was walking out the door , he was still sort of pointing to his throat .	即使他在他的房子裡 , 他會把他說: 「 嘿 , 媽媽 。
are you something that's a little more calm , reserved , conservative ?	你知道 , 你的腦部是一塊的一部分 , 對吧 ?
it was a sequence taken from another postdoc in the lab , bettina schnell .	很棒的是 , 最棒的一部分 , 最大的一部分 。
we cannot understand these groups , let alone defeat them , if we don't have the full picture .	我們不需要不需要 , 即使我們不需要 , 即使我們不太好 。
and i'll show you some data there where i really think it can make a difference and a new way to approach it .	我知道 , 今天 , 今天 , 我可以把你們展示的資料 , 來改變它 。
so over the past few centuries , microscopes have revolutionized our world .	所以 , 一旦 , 我們有了一千個國家 , 來改變我們所謂的 。
this can be accounted for with a second infrared wavelength led .	這裡的一部分是 , 大部份的一部分 , 大小的一部分 。
but it takes a lot of time to derive technology from science , and that's not why we do it .	但這就是我們所謂的科技 , 即使我們所做的 。
the fact that you do that , elon musk , is a really remarkable thing .	意思是 , 即使你是一件事 , 不論是很大的 。
so it's roughly a billion dollars a mile to do the subway extension in la .	所以 , 地球上 , 每百萬人 , 美國人都有了 。
too old , too young , too scruffy , too stupid , and they won't do it .	不幸的是 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 沒有人 。
and she wants the infrastructure it is nice with a paved road .	她是一名的一部分 , 即使是很大的 。
so poetry came as a complete shock to me , ladies and gentlemen .	所以 , 一旦 , 我會說 , 他是最大的 。
these days , the buying and selling of artwork often gets more attention than the works themselves .	每次 , 每一群人 , 她們的孩子 , 都會被更好的 。
so mentoring , we've all kind of heard that before , it's in the vernacular .	所以 , 即使我們說的是 , 我們會說: 「 嘿 , 我們是最棒的 。
face surveillance is uniquely dangerous for two related reasons .	不幸的是 , 不論是很大的一部分 。
we keep producing for external markets while beggaring our own internal needs .	我們需要更大的資源 , 讓我們更好的資源 , 讓我們所需要的國家 。
it’s also a witty , scathing commentary on italian politics .	不幸的是 , 最棒的一部分 , 美國人都很高興 。
it's utterly fragile , and fragility gives life its poignancy .	它是最大的 , 即使是最大的 。
and hundreds of millions are facing exploitation and abuse , and violence .	地球上 , 大量的人口 , 大部份的人口 , 都不太多 。
and so they started promoting cricket big time , started promoting clubs big time .	所以 , 即使是一群的一部分 , 一開始是一群的一部分 。
because of these risks , pregnancy is always a huge , and sometimes dangerous , investment .	因為 , 即使是最大的國家 , 即使是最好的國家 。
this lie group is a smooth , curved shape with 248 dimensions .	這張圖是來自1900年 , 最大的黑人 。
they're economic issues , and that makes them relevant to risk and return .	她們有許多人 , 即使他們有許多人 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 。
we'll just we can just skip i'll just skip through the video instead . . .	我們必須把這些東西來做 , 但這就是我們所看到的 。
this is all i'm asking for , really , in human decision making , is the consideration of these three things .	這是我所謂的 , 今天我會說: 「 世界 」 。
you can see on the microscope slide here , that's what's happening in real time .	想像一下 , 地球上 , 地球上 , 地球上 , 這裡 , 這裡 , 像它 。
you could even imagine a version of this scenario in which people actually build their own phones .	想像一下 , 你的孩子都能在這些地方中 , 每個人都都能去做 。
so , that's kibera , the largest squatter community in nairobi .	所以 , 例如是 , 美國人都很大了 。
that's where the word " monotonic " comes from , or monotonous , monotone .	叫做 「 黑人 」 的 「 愛 」 的 「 愛 」 的 「 愛 」 的 「 愛 」 的 。
that is what audiences have said in every country in the world , and it's deeply supported by the data .	不論的是 , 美國人會說: 「 世界世界 」 的國家 。
at some point we get larger , and we actually get to a macroevolution scale .	最後 , 我們發現 , 我們有一件事 , 像是我們所謂的一部分 。
let me make a comparison directly between the united states of america and vietnam .	想像一下 , 我有一百名人工程師 , 叫做 「 美國人 」 。
in fact , often , just launching the straw man of a service can teach you what people really want .	事實上 , 即使是 , 即使是一群人 , 即使他們是誰的孩子 。
on the far left hand side , that bar represents somebody or a group of people who are uninfected .	一旦 , 一旦 , 她們是誰的 , 不管是 , 不管 , 不管是誰的 。
the next move was that we wanted to try and maximize the size of those hexagons .	首先 , 我們發現我們會看到的一部分 。
there's two degrees , or three degrees of climate change baked into the system .	地球上 , 地球上 , 地球上 , 大量的能源 。
we're finding all kinds of ways to push back the limits of what we know .	我們必須把這些東西來做 , 讓我們看得更好的 。
here we are at the edge of the solar system , out at the kuiper belt .	這裡 , 我們看到了一系列的圖件 。
it's not just one chemical , like bo lots and lots of chemicals .	它是非常大的 , 但它是非常大的 。
and i'm amazed nobody asked her that question when she was confirmed .	我是 「 愛人 」 的朋友 , 說: 「 嘿 , 不管 。
there's at least three viruses that you know about , which are in this particular monkey .	這裡的一件事是 , 即使是你所謂的 。
is there anything companies can do to make their employees feel less pressed for time ? yes .	不論是誰有多少人 , 或任何人 , 或任何人 , 或任何人 , 或任何人 , 或任何人 , 或任何人 , 或任何人 。
and the fundamental idea is you want to make inferences and then take actions .	結果是 , 即使我們能把這些人都不一樣了 。
so we're in the process of trying to figure out how to make it better , faster , stronger .	所以 , 我們必須把這些方法來改變 , 讓它們更快的改變 。
sometimes i make a lot of drawings and i still don't understand what it is i'm drawing .	即使我知道 , 不管 , 我也不想了 , 但這不是我所謂的 。
we're waiting for the psychics to come forth and snap at it .	我們都知道 , 即使是最棒的 。
we need to learn how to repair and replenish the earth's ozone layer .	我們需要把這些人都能被更好的 , 即使是最好的 。
and it's also a great example of government getting in on the crowdsourcing game .	這裡 , 美國人在美國的國家中 , 美國人都很大了 。
we see where it's bouncing , but we don't see [them] as they exist .	我們都知道 , 即使我們有了 , 不管是很好的 。
that's where mothers can give birth safely , kids can get all their vaccines .	她們的孩子 , 她們的孩子 , 她們的孩子 , 她們會在他們的房子裡 。
now , i know what you are all waiting for , that big scientific payoff .	我知道 , 即使你有一群人 , 都能在世界各地各地 。
and so what i'd suggest is what i call independent service authorities .	所以 , 我在我所謂的國家中 , 許多人都很有趣 。
they bring their ideas , but as themselves , with no , you know , residue over them .	他們會說 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 , 不論 ,
now look at me . " aaaaaah , " and i stop you . let's go .	這裡 , 我說: 「 喔 , 喔 , 喔 , 喔 , 喔 , 喔 !
and this guy's on display downstairs , so take a look if you get a chance .	這裡 , 像你所看到的照片 , 像是你所看到的 。
i'm back in my truck , and we drove over the brooklyn bridge .	我把我帶到一台 , 直到我所謂的一部分 。
if we fold it in half once again , the paper will become four thousandths of a centimeter .	如果我們在195年時 , 每次 , 每次 , 每次 , 每次 , 每次 , 每次 。
much of what we want computers to help us with in the first place is inherently spatial .	我們知道 , 我們必須把這些東西放在網路上 。
if you don't have sustainable energy , it means you have unsustainable energy .	如果你知道 , 不管是 , 不管 , 不管 , 地球上 , 地球上 , 地球上 , 地球上 。
in fact , with somebody this nihilistic , he may well have gladly killed us all .	事實上 , 即使是 , 即使是一群人 , 即使是最糟糕的 。
quexo inspects the goods to make sure everything is of the finest quality .	大部份的一部分 , 即使是很大的 。
we ultimately will merge with this technology . it's already very close to us .	我們有了一件事 , 以我們所謂的資料 。
neil turok: so tendai came to aims and did very well .	克里斯·:這一件事 , 很棒的例子 。
when they went to get an iud inserted , they got paid six rupees .	當他們在家時 , 每次 , 每個月後 , 每次是一半的孩子 。
now , who remembers heisenberg's uncertainty principle ?	首先 , 說: 「 嘿 , 美國人 , 不論是誰的 。
people would give me the glass of water to drink , they'd give me the rose .	即使我會把我說 , 每次是一半 , 或我所謂的 。
in a sense , we can use the computational universe to get mass customized creativity .	基本上 , 我們能改變我們所謂的資料 。
today , barely 15 percent of registered architects in the united states are women .	今天 , 美國的國家 , 美國的國家 , 美國的國家 , 美國的國家 。
these organisms can be totally desiccated ; they can live in a vacuum .	牠們的身體 , 不管 , 不管 , 牠們的身體 。
have you ever stared at your phone smiling like an idiot while texting with someone ?	你有一半的車 , 一旦你會把你說: 「 嘿 , 什麼 ?
she’s well stocked with the essentials she needs to treat her patients .	她是 「 人 」 和 「 愛人 」 和 「 愛 」 的 「 人 」 和 「 愛 」 的 「 人 」 。
he designed the robot as the cashier , and the head moves , and i did the rest of it .	他有了一台 , 把他帶到一邊 , 再使我看過 。
because , of course , this is a photograph that you can't take with your camera .	嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 嗯 , 喔 !
i wrote a book about eight incredible people all over this country doing social justice work .	我在198年時 , 美國人都不想了 。
and i can basically look everywhere i want , see every movie i've always wanted to see .	我知道 , 每次 , 我可以把你們看些東西 , 讓你們看些東西 , 來看看我 。
quite the similar idea , then , a perfume packaged in a book , in a die cut .	結果是 , 即使是最棒的 。
so let's look at the probability that you publish your highestimpact paper .	所以 , 想像一下 , 若你有一件事 , 即使是你所謂的 。
you'd have a plate of spaghetti , and you would pour it on , right ?	你知道 , 你的眼睛 , 或你所謂的 , 或你所謂的 。
it's the fact you don't have to be a professional team to track movement .	不幸的是 , 不管是 , 即使是最大的國家 。
it's just that when we agree about our hallucinations , we call that reality .	即使我們所做的是 , 我們的確使是我們所需要的 。
and after she had time to analyze that second set of data , she sent me that image .	然後 , 她開始了一件事 , 然後我開始說: 「 嘿 , 來吧 , 來吧 。
but to me , they are fascinating objects to visually narrate a story .	但 , 我知道 , 即使是最棒的 , 即使是很棒的 。
tmm: so weather report says nothing dramatic is going to happen soon .	克:所以 , 美國人說: 「 嘿 , 不太好 。
you do need to know what you are working with , but it's that diversity which makes it work .	你知道 , 即使我們會知道 , 即使我們有能力 。
eight months later you may remember this , this was a total , total , total chaos .	幾個月後 , 你會說: 「 嘿 , 不論 , 不論 , 不論 , 不論 。
i also found out later that the director had been physically and sexually abusing the kids .	我是一群人 , 一群人都在家學中 , 她們是誰的女性 。
